DeviceTag: Xsens DOT2,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2023-06-15 09:55:41.758,© Movella Technologies B.V. 2005-2023
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
3420204,0.9643,-0.0535,-0.2564,0.0400,-0.1739,0.7146,0.0837,0
3420371,0.9643,-0.0534,-0.2564,0.0400,-0.1406,0.7100,0.0864,0
3420537,0.9643,-0.0532,-0.2564,0.0399,-0.1065,0.7092,0.0704,0
3420704,0.9643,-0.0531,-0.2563,0.0399,-0.1117,0.6859,0.0648,0
3421037,0.9643,-0.0527,-0.2563,0.0399,-0.1334,0.6770,0.0639,0
3421204,0.9644,-0.0526,-0.2563,0.0398,-0.1407,0.6890,0.0944,0
3421371,0.9644,-0.0524,-0.2563,0.0398,-0.1075,0.7044,0.0837,0
3421871,0.9644,-0.0519,-0.2562,0.0397,-0.1436,0.6745,0.1046,0
3422037,0.9644,-0.0518,-0.2562,0.0397,-0.1026,0.6834,0.0750,0
3422204,0.9644,-0.0516,-0.2562,0.0397,-0.1085,0.6900,0.0750,0
3422537,0.9645,-0.0513,-0.2561,0.0396,-0.1314,0.6638,0.0871,0
3422704,0.9645,-0.0511,-0.2561,0.0396,-0.1148,0.6750,0.0720,0
3422871,0.9645,-0.0510,-0.2561,0.0395,-0.1240,0.6728,0.1042,0
3423037,0.9645,-0.0508,-0.2561,0.0394,-0.1615,0.6597,0.1229,0
3423204,0.9645,-0.0507,-0.2561,0.0395,-0.1454,0.6488,0.0703,0
3423371,0.9645,-0.0505,-0.2560,0.0394,-0.1184,0.6537,0.0906,0
3423537,0.9646,-0.0504,-0.2560,0.0394,-0.1295,0.6421,0.0844,0
3423704,0.9646,-0.0502,-0.2560,0.0394,-0.1202,0.6423,0.0989,0
3423871,0.9646,-0.0500,-0.2560,0.0394,-0.1369,0.6317,0.0576,0
3424537,0.9646,-0.0494,-0.2559,0.0393,-0.1286,0.6352,0.0599,0
3424704,0.9647,-0.0493,-0.2559,0.0393,-0.1154,0.6286,0.0886,0
3424871,0.9647,-0.0491,-0.2559,0.0393,-0.1589,0.6453,0.0541,0
3425204,0.9647,-0.0488,-0.2557,0.0392,-0.0154,0.6078,0.3081,0
3425371,0.9647,-0.0486,-0.2557,0.0392,-0.1518,0.6650,0.1314,0
3425537,0.9647,-0.0485,-0.2559,0.0392,-0.1583,0.6019,-0.1561,0
3427371,0.9649,-0.0469,-0.2555,0.0390,-0.0907,0.5786,0.1255,0
3427537,0.9649,-0.0467,-0.2555,0.0390,-0.1941,0.5923,0.1675,0
3427704,0.9649,-0.0466,-0.2556,0.0390,-0.1086,0.5783,0.0535,0
3427871,0.9649,-0.0464,-0.2555,0.0390,-0.0776,0.5388,0.0348,0
3428037,0.9649,-0.0463,-0.2554,0.0390,-0.1243,0.5571,0.1391,0
3428204,0.9649,-0.0462,-0.2555,0.0389,-0.1364,0.5962,0.1230,0
3428871,0.9650,-0.0456,-0.2554,0.0389,-0.1057,0.5425,0.0750,0
3429037,0.9650,-0.0455,-0.2553,0.0389,-0.1060,0.5331,0.0679,0
3429204,0.9650,-0.0453,-0.2553,0.0389,-0.1492,0.5627,0.1358,0
3429371,0.9650,-0.0452,-0.2553,0.0388,-0.1169,0.5628,0.0918,0
3429537,0.9650,-0.0450,-0.2553,0.0388,-0.0656,0.5500,0.0522,0
3429704,0.9651,-0.0449,-0.2552,0.0388,-0.1402,0.5221,0.1137,0
3429871,0.9651,-0.0448,-0.2553,0.0388,-0.1279,0.5345,0.1074,0
3430038,0.9651,-0.0447,-0.2553,0.0388,-0.0753,0.5452,0.0505,0
3430204,0.9651,-0.0445,-0.2552,0.0388,-0.0929,0.5396,0.0981,0
3430371,0.9651,-0.0444,-0.2552,0.0387,-0.1313,0.5254,0.0991,0
3430538,0.9651,-0.0443,-0.2552,0.0387,-0.0983,0.5355,0.0809,0
3430704,0.9651,-0.0441,-0.2552,0.0387,-0.0458,0.5098,0.0783,0
3430871,0.9651,-0.0440,-0.2551,0.0387,-0.1231,0.5241,0.1238,0
3431038,0.9651,-0.0439,-0.2551,0.0387,-0.0869,0.5143,0.0727,0
3431204,0.9651,-0.0438,-0.2551,0.0386,-0.0940,0.5123,0.0776,0
3431871,0.9652,-0.0432,-0.2550,0.0385,-0.1020,0.5168,0.1076,0
3432038,0.9652,-0.0431,-0.2550,0.0385,-0.0959,0.5105,0.0938,0
3432204,0.9652,-0.0430,-0.2550,0.0385,-0.0950,0.5037,0.0942,0
3433038,0.9653,-0.0424,-0.2549,0.0384,-0.1138,0.4912,0.1223,0
3433204,0.9653,-0.0423,-0.2549,0.0384,-0.1035,0.4943,0.0907,0
3433371,0.9653,-0.0422,-0.2549,0.0383,-0.0863,0.4775,0.0900,0
3435038,0.9654,-0.0410,-0.2547,0.0381,-0.0966,0.4647,0.0942,0
3435204,0.9654,-0.0409,-0.2547,0.0381,-0.0906,0.4639,0.0657,0
3435371,0.9654,-0.0408,-0.2547,0.0381,-0.0985,0.4579,0.1145,0
3436538,0.9655,-0.0400,-0.2546,0.0379,-0.1134,0.4418,0.1092,0
3436704,0.9655,-0.0399,-0.2546,0.0379,-0.0859,0.4486,0.0807,0
3436871,0.9655,-0.0398,-0.2545,0.0379,-0.0662,0.4321,0.0707,0
3437204,0.9655,-0.0396,-0.2545,0.0378,-0.0695,0.4313,0.0954,0
3437371,0.9655,-0.0395,-0.2545,0.0378,-0.0728,0.4203,0.0917,0
3437538,0.9655,-0.0394,-0.2545,0.0378,-0.1424,0.4177,0.0194,0
3438038,0.9656,-0.0390,-0.2545,0.0377,-0.2598,0.4080,0.3087,0
3438204,0.9654,-0.0390,-0.2551,0.0377,0.2668,0.4413,-0.6336,0
3438371,0.9657,-0.0389,-0.2538,0.0377,-0.0716,0.3424,0.2312,0
3438704,0.9654,-0.0387,-0.2552,0.0376,0.2012,0.5213,-0.3458,0
3438871,0.9656,-0.0386,-0.2545,0.0376,0.4301,0.4753,-0.1557,0
3439038,0.9659,-0.0384,-0.2533,0.0376,-0.5649,0.3287,0.6598,0
3439371,0.9655,-0.0383,-0.2548,0.0376,0.4103,0.4365,-0.3694,0
3439538,0.9658,-0.0381,-0.2537,0.0376,-0.1013,0.4358,0.3687,0
3439704,0.9657,-0.0381,-0.2539,0.0375,-0.4426,0.3835,0.3435,0
3439871,0.9656,-0.0381,-0.2545,0.0375,0.1119,0.3746,-0.2338,0
3440038,0.9658,-0.0378,-0.2539,0.0375,0.0342,0.4278,0.1281,0
3440204,0.9658,-0.0377,-0.2539,0.0375,-0.2870,0.3908,0.3517,0
3440371,0.9657,-0.0377,-0.2543,0.0375,-0.0174,0.3597,-0.0730,0
3440538,0.9658,-0.0375,-0.2539,0.0375,-0.0125,0.4039,-0.0088,0
3440704,0.9658,-0.0374,-0.2539,0.0375,-0.2240,0.4141,0.3048,0
3440871,0.9657,-0.0374,-0.2542,0.0375,-0.0046,0.3546,0.0360,0
3441038,0.9658,-0.0373,-0.2539,0.0374,0.0162,0.3975,-0.0154,0
3441204,0.9658,-0.0371,-0.2538,0.0374,-0.2123,0.3942,0.2359,0
3441371,0.9657,-0.0371,-0.2541,0.0374,-0.0649,0.3602,0.0747,0
3441538,0.9658,-0.0370,-0.2540,0.0374,0.0012,0.3840,0.0002,0
3441704,0.9658,-0.0369,-0.2538,0.0374,-0.1438,0.4028,0.1712,0
3442371,0.9658,-0.0366,-0.2539,0.0373,-0.0745,0.3699,0.1626,0
3442538,0.9658,-0.0365,-0.2539,0.0373,-0.0278,0.3461,0.0722,0
3442704,0.9659,-0.0364,-0.2538,0.0373,-0.1244,0.3585,0.0955,0
3442871,0.9658,-0.0363,-0.2539,0.0372,-0.0933,0.3868,0.1051,0
3443038,0.9658,-0.0362,-0.2538,0.0372,-0.0283,0.3734,0.0902,0
3443204,0.9659,-0.0362,-0.2538,0.0372,-0.0986,0.3782,0.1214,0
3443538,0.9659,-0.0360,-0.2538,0.0372,-0.0704,0.3464,0.0910,0
3443704,0.9659,-0.0359,-0.2538,0.0371,-0.0492,0.3763,0.0724,0
3443871,0.9659,-0.0358,-0.2538,0.0371,-0.0797,0.3699,0.0797,0
3444038,0.9659,-0.0358,-0.2538,0.0371,-0.0752,0.3692,0.1135,0
3444204,0.9659,-0.0357,-0.2537,0.0371,-0.0777,0.3510,0.0976,0
3444371,0.9659,-0.0356,-0.2537,0.0371,-0.0798,0.3637,0.0602,0
3444538,0.9659,-0.0355,-0.2537,0.0371,-0.0508,0.3431,0.0972,0
3444704,0.9659,-0.0354,-0.2537,0.0371,-0.0633,0.3446,0.0950,0
