DeviceTag: nicolashumerus_l,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2023-06-12 11:03:02.574,© Movella Technologies B.V. 2005-2023
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
23001596,0.1377,-0.6877,-0.1109,-0.7041,0.0058,-0.0072,-0.0932,0
23001763,0.1377,-0.6877,-0.1108,-0.7041,-0.0209,0.0009,-0.1038,0
23001930,0.1377,-0.6877,-0.1109,-0.7041,0.0181,-0.0054,-0.1080,0
23002096,0.1377,-0.6877,-0.1108,-0.7041,-0.0049,-0.0066,-0.1057,0
23002263,0.1377,-0.6877,-0.1108,-0.7041,-0.0007,0.0111,-0.1138,0
23002430,0.1376,-0.6877,-0.1108,-0.7042,-0.0008,-0.0049,-0.1014,0
23002596,0.1376,-0.6877,-0.1108,-0.7042,0.0077,-0.0050,-0.1168,0
23002763,0.1376,-0.6877,-0.1107,-0.7042,0.0040,-0.0010,-0.1095,0
23002930,0.1375,-0.6877,-0.1107,-0.7042,-0.0053,-0.0058,-0.1124,0
23003096,0.1375,-0.6877,-0.1107,-0.7042,-0.0106,-0.0035,-0.0930,0
23003263,0.1375,-0.6877,-0.1107,-0.7042,-0.0037,-0.0141,-0.1098,0
23003430,0.1375,-0.6877,-0.1107,-0.7042,0.0102,-0.0045,-0.1033,0
23003596,0.1375,-0.6877,-0.1107,-0.7042,-0.0242,-0.0093,-0.1046,0
23003763,0.1375,-0.6877,-0.1107,-0.7042,0.0188,-0.0135,-0.0958,0
23003930,0.1375,-0.6877,-0.1107,-0.7042,-0.0114,0.0069,-0.1090,0
23004096,0.1375,-0.6877,-0.1107,-0.7042,-0.0058,0.0091,-0.1357,0
23004263,0.1375,-0.6877,-0.1107,-0.7042,-0.0026,-0.0274,-0.0971,0
23004430,0.1375,-0.6877,-0.1107,-0.7042,0.0097,-0.0002,-0.1062,0
23004596,0.1375,-0.6878,-0.1107,-0.7042,-0.0043,0.0002,-0.0970,0
23004763,0.1375,-0.6878,-0.1106,-0.7042,-0.0205,0.0008,-0.1015,0
23004930,0.1375,-0.6878,-0.1106,-0.7042,-0.0264,-0.0145,-0.1037,0
23005096,0.1375,-0.6878,-0.1106,-0.7042,0.0138,-0.0246,-0.0831,0
23005263,0.1375,-0.6878,-0.1106,-0.7042,-0.0090,0.0234,-0.1467,0
23005430,0.1375,-0.6878,-0.1105,-0.7042,-0.0163,0.0131,-0.1085,0
23005596,0.1375,-0.6878,-0.1105,-0.7042,0.0049,-0.0174,-0.0762,0
23005763,0.1374,-0.6878,-0.1105,-0.7042,0.0229,-0.0023,-0.0978,0
23005930,0.1374,-0.6878,-0.1105,-0.7042,-0.0195,0.0082,-0.1183,0
23006096,0.1374,-0.6878,-0.1105,-0.7042,-0.0148,0.0036,-0.1174,0
23006263,0.1374,-0.6878,-0.1105,-0.7042,-0.0150,-0.0054,-0.0949,0
23006430,0.1374,-0.6878,-0.1105,-0.7042,0.0256,0.0003,-0.1013,0
23006596,0.1374,-0.6878,-0.1105,-0.7042,0.0014,-0.0008,-0.1070,0
23006763,0.1374,-0.6878,-0.1105,-0.7042,-0.0086,-0.0099,-0.1150,0
23006930,0.1373,-0.6878,-0.1104,-0.7042,-0.0200,-0.0043,-0.1000,0
23007096,0.1373,-0.6878,-0.1104,-0.7042,0.0219,-0.0003,-0.0985,0
23007263,0.1373,-0.6878,-0.1104,-0.7042,-0.0245,-0.0072,-0.0613,0
23007430,0.1373,-0.6878,-0.1104,-0.7042,0.0077,0.0038,-0.1344,0
23007596,0.1373,-0.6878,-0.1104,-0.7042,-0.0032,0.0003,-0.1068,0
23007763,0.1373,-0.6878,-0.1104,-0.7042,0.0019,-0.0062,-0.0975,0
23007930,0.1373,-0.6878,-0.1104,-0.7042,0.0101,-0.0020,-0.1201,0
23008096,0.1373,-0.6878,-0.1104,-0.7042,-0.0044,-0.0144,-0.0954,0
23008263,0.1373,-0.6878,-0.1103,-0.7042,-0.0157,-0.0082,-0.1007,0
23008430,0.1373,-0.6878,-0.1103,-0.7042,-0.0058,-0.0067,-0.1023,0
23008596,0.1373,-0.6878,-0.1103,-0.7042,-0.0151,-0.0092,-0.0962,0
23008763,0.1373,-0.6878,-0.1103,-0.7042,-0.0050,0.0015,-0.0904,0
23008930,0.1373,-0.6878,-0.1103,-0.7042,-0.0147,-0.0094,-0.1168,0
23009096,0.1372,-0.6878,-0.1103,-0.7042,0.0052,-0.0144,-0.1029,0
23009263,0.1372,-0.6878,-0.1103,-0.7042,-0.0039,0.0023,-0.0919,0
23009430,0.1372,-0.6878,-0.1102,-0.7042,0.0133,0.0109,-0.1080,0
23009596,0.1371,-0.6878,-0.1102,-0.7042,0.0043,-0.0082,-0.1011,0
23009763,0.1371,-0.6878,-0.1102,-0.7043,-0.0087,-0.0094,-0.0977,0
23009930,0.1371,-0.6878,-0.1101,-0.7042,0.0166,0.0018,-0.0945,0
23010096,0.1371,-0.6878,-0.1101,-0.7043,-0.0228,-0.0089,-0.0945,0
23010263,0.1371,-0.6878,-0.1101,-0.7042,0.0316,0.0117,-0.1099,0
23010430,0.1371,-0.6878,-0.1101,-0.7043,-0.0248,-0.0027,-0.1070,0
23010596,0.1371,-0.6878,-0.1101,-0.7042,0.0050,0.0098,-0.1221,0
23010763,0.1371,-0.6878,-0.1101,-0.7042,-0.0418,-0.0245,-0.0977,0
23010930,0.1371,-0.6878,-0.1101,-0.7043,0.0049,-0.0004,-0.1054,0
23011096,0.1371,-0.6878,-0.1101,-0.7043,-0.0397,-0.0125,-0.1046,0
23011263,0.1370,-0.6878,-0.1101,-0.7043,0.0179,0.0034,-0.1084,0
23011430,0.1370,-0.6878,-0.1101,-0.7043,-0.0017,-0.0100,-0.1001,0
23011596,0.1371,-0.6878,-0.1101,-0.7043,-0.0002,0.0013,-0.0923,0
23011763,0.1370,-0.6878,-0.1100,-0.7043,-0.0187,-0.0209,-0.1091,0
23011930,0.1370,-0.6878,-0.1100,-0.7043,0.0296,-0.0077,-0.1027,0
23012096,0.1370,-0.6878,-0.1100,-0.7043,-0.0360,-0.0231,-0.0943,0
23012263,0.1370,-0.6878,-0.1100,-0.7043,-0.0026,-0.0032,-0.1080,0
23012430,0.1370,-0.6878,-0.1100,-0.7043,-0.0170,0.0021,-0.1050,0
23012596,0.1370,-0.6878,-0.1100,-0.7043,0.0042,-0.0022,-0.0976,0
23012763,0.1370,-0.6879,-0.1100,-0.7043,-0.0117,-0.0077,-0.1105,0
23012930,0.1370,-0.6878,-0.1100,-0.7043,-0.0012,-0.0072,-0.1086,0
23013096,0.1370,-0.6879,-0.1100,-0.7043,0.0031,-0.0176,-0.1048,0
23013263,0.1370,-0.6879,-0.1100,-0.7043,0.0015,-0.0115,-0.1152,0
23013430,0.1370,-0.6879,-0.1099,-0.7043,0.0028,0.0002,-0.0973,0
23013596,0.1370,-0.6879,-0.1099,-0.7043,-0.0101,-0.0075,-0.0954,0
23013763,0.1370,-0.6879,-0.1099,-0.7043,0.0077,-0.0109,-0.1052,0
23013930,0.1370,-0.6879,-0.1099,-0.7043,-0.0067,-0.0122,-0.1253,0
23014096,0.1370,-0.6879,-0.1099,-0.7043,0.0241,0.0037,-0.0965,0
23014263,0.1369,-0.6879,-0.1099,-0.7043,-0.0125,-0.0005,-0.0991,0
23014430,0.1369,-0.6879,-0.1099,-0.7043,-0.0088,0.0005,-0.0869,0
23014596,0.1369,-0.6879,-0.1099,-0.7043,0.0019,-0.0113,-0.1047,0
23014763,0.1369,-0.6879,-0.1098,-0.7043,0.0070,0.0074,-0.1005,0
23014930,0.1369,-0.6879,-0.1098,-0.7043,-0.0054,0.0023,-0.1141,0
23015096,0.1368,-0.6879,-0.1098,-0.7043,0.0151,0.0159,-0.1130,0
23015263,0.1368,-0.6879,-0.1098,-0.7043,-0.0115,-0.0165,-0.0908,0
23015430,0.1368,-0.6879,-0.1098,-0.7043,0.0014,-0.0156,-0.1124,0
23015596,0.1368,-0.6879,-0.1098,-0.7043,-0.0179,0.0035,-0.1095,0
23015763,0.1368,-0.6879,-0.1098,-0.7043,0.0199,-0.0113,-0.0765,0
23015930,0.1368,-0.6879,-0.1097,-0.7043,-0.0318,-0.0241,-0.1027,0
23016096,0.1367,-0.6879,-0.1099,-0.7043,0.0238,0.0107,-0.1527,0
23016263,0.1367,-0.6879,-0.1099,-0.7043,-0.0332,-0.0270,-0.0898,0
23016430,0.1367,-0.6879,-0.1098,-0.7043,0.0509,0.0041,-0.1038,0
23016596,0.1367,-0.6879,-0.1098,-0.7043,-0.0774,-0.0253,-0.0768,0
23016763,0.1367,-0.6879,-0.1098,-0.7043,0.0649,0.0108,-0.1257,0
23016930,0.1367,-0.6879,-0.1098,-0.7043,-0.0513,-0.0165,-0.0828,0
23017096,0.1367,-0.6879,-0.1098,-0.7043,0.0813,0.0253,-0.1063,0
23017263,0.1367,-0.6879,-0.1098,-0.7043,-0.0700,-0.0418,-0.0961,0
23017430,0.1367,-0.6879,-0.1098,-0.7043,0.0460,0.0081,-0.0993,0
23017596,0.1367,-0.6879,-0.1098,-0.7043,-0.0329,-0.0274,-0.1221,0
23017763,0.1367,-0.6879,-0.1098,-0.7043,0.0556,0.0192,-0.1180,0
23017930,0.1367,-0.6879,-0.1098,-0.7043,-0.0500,-0.0112,-0.1035,0
23018096,0.1367,-0.6879,-0.1098,-0.7043,0.0811,0.0227,-0.1386,0
23018263,0.1367,-0.6879,-0.1098,-0.7043,-0.0950,-0.0317,-0.0795,0
23018430,0.1367,-0.6879,-0.1098,-0.7043,0.0898,0.0138,-0.0653,0
23018597,0.1367,-0.6879,-0.1098,-0.7043,-0.0871,-0.0274,-0.1074,0
23018763,0.1366,-0.6879,-0.1097,-0.7043,0.0717,0.0159,-0.1450,0
23018930,0.1366,-0.6880,-0.1097,-0.7043,-0.0667,-0.0260,-0.1091,0
23019097,0.1366,-0.6879,-0.1097,-0.7043,0.0543,0.0155,-0.0949,0
23019263,0.1366,-0.6880,-0.1097,-0.7043,-0.0457,-0.0217,-0.0996,0
23019430,0.1366,-0.6879,-0.1097,-0.7043,0.0431,-0.0043,-0.0841,0
23019597,0.1366,-0.6879,-0.1097,-0.7043,-0.0484,-0.0439,-0.1122,0
23019763,0.1366,-0.6879,-0.1097,-0.7044,0.0453,0.0155,-0.1257,0
23019930,0.1366,-0.6879,-0.1097,-0.7043,-0.0398,0.0183,-0.0923,0
23020097,0.1366,-0.6879,-0.1097,-0.7044,0.0478,0.0003,-0.1055,0
23020263,0.1366,-0.6880,-0.1097,-0.7043,-0.0316,-0.0240,-0.0879,0
23020430,0.1366,-0.6879,-0.1096,-0.7044,0.0170,-0.0004,-0.1134,0
23020597,0.1365,-0.6880,-0.1096,-0.7043,-0.0198,-0.0060,-0.0893,0
23020763,0.1365,-0.6879,-0.1096,-0.7044,-0.0029,0.0061,-0.1141,0
23020930,0.1365,-0.6880,-0.1096,-0.7043,0.0042,-0.0013,-0.1026,0
23021097,0.1365,-0.6880,-0.1096,-0.7043,0.0001,-0.0012,-0.0652,0
23021263,0.1365,-0.6880,-0.1096,-0.7043,-0.0483,-0.0137,-0.1148,0
23021430,0.1365,-0.6879,-0.1096,-0.7043,0.0631,0.0212,-0.1320,0
23021597,0.1365,-0.6880,-0.1095,-0.7043,-0.0626,-0.0362,-0.0633,0
23021763,0.1365,-0.6879,-0.1096,-0.7043,0.0595,0.0091,-0.1224,0
23021930,0.1365,-0.6880,-0.1096,-0.7043,-0.0576,-0.0210,-0.0815,0
23022097,0.1365,-0.6880,-0.1096,-0.7043,0.0424,0.0233,-0.1025,0
23022263,0.1365,-0.6880,-0.1095,-0.7043,-0.0542,-0.0294,-0.0756,0
23022430,0.1365,-0.6879,-0.1095,-0.7044,0.0509,0.0010,-0.1142,0
23022597,0.1365,-0.6880,-0.1095,-0.7043,-0.0246,-0.0119,-0.1069,0
23022763,0.1365,-0.6879,-0.1095,-0.7044,0.0246,0.0182,-0.1029,0
23022930,0.1365,-0.6880,-0.1095,-0.7043,-0.0113,-0.0087,-0.0950,0
23023097,0.1365,-0.6880,-0.1095,-0.7043,0.0100,-0.0029,-0.1104,0
23023263,0.1365,-0.6880,-0.1095,-0.7043,-0.0300,-0.0165,-0.0963,0
23023430,0.1365,-0.6879,-0.1095,-0.7044,0.0493,0.0257,-0.1002,0
23023597,0.1365,-0.6880,-0.1095,-0.7043,-0.0309,0.0112,-0.0946,0
23023763,0.1365,-0.6879,-0.1095,-0.7044,0.0373,0.0137,-0.1311,0
23023930,0.1365,-0.6880,-0.1095,-0.7043,-0.0432,-0.0351,-0.1090,0
23024097,0.1365,-0.6879,-0.1095,-0.7044,0.0201,-0.0040,-0.0322,0
23024263,0.1365,-0.6879,-0.1095,-0.7044,-0.0003,-0.0093,-0.1742,0
23024430,0.1365,-0.6879,-0.1095,-0.7044,-0.0318,-0.0147,-0.0694,0
23024597,0.1365,-0.6879,-0.1095,-0.7044,0.0287,-0.0265,-0.1357,0
23024763,0.1365,-0.6880,-0.1095,-0.7043,-0.0052,-0.0185,-0.0768,0
23024930,0.1365,-0.6879,-0.1095,-0.7044,0.0070,-0.0077,-0.1424,0
23025097,0.1365,-0.6880,-0.1095,-0.7043,0.0043,0.0127,-0.1133,0
23025263,0.1365,-0.6879,-0.1095,-0.7044,0.0239,0.0308,-0.1022,0
23025430,0.1365,-0.6879,-0.1095,-0.7044,-0.0135,-0.0005,-0.1156,0
23025597,0.1365,-0.6879,-0.1095,-0.7044,0.0064,-0.0136,-0.1089,0
23025763,0.1365,-0.6879,-0.1095,-0.7044,-0.0002,0.0048,-0.1014,0
23025930,0.1365,-0.6879,-0.1095,-0.7044,0.0304,-0.0064,-0.1225,0
23026097,0.1365,-0.6880,-0.1095,-0.7043,-0.0120,0.0014,-0.0897,0
23026263,0.1366,-0.6879,-0.1095,-0.7044,0.0083,-0.0108,-0.1071,0
23026430,0.1366,-0.6880,-0.1095,-0.7043,-0.0117,-0.0134,-0.1057,0
23026597,0.1366,-0.6879,-0.1095,-0.7044,-0.0070,-0.0173,-0.0995,0
23026763,0.1366,-0.6880,-0.1095,-0.7043,-0.0028,-0.0288,-0.0909,0
23026930,0.1366,-0.6879,-0.1095,-0.7044,-0.0199,-0.0291,-0.0845,0
23027097,0.1365,-0.6880,-0.1095,-0.7043,0.0195,0.0233,-0.1225,0
23027263,0.1365,-0.6879,-0.1095,-0.7044,-0.0276,0.0066,-0.0763,0
23027430,0.1365,-0.6879,-0.1095,-0.7044,0.0335,-0.0118,-0.1217,0
23027597,0.1365,-0.6879,-0.1095,-0.7044,-0.0215,-0.0363,-0.1004,0
23027763,0.1365,-0.6880,-0.1094,-0.7044,0.0237,-0.0132,-0.1081,0
23027930,0.1365,-0.6879,-0.1094,-0.7044,0.0102,0.0222,-0.1031,0
23028097,0.1365,-0.6880,-0.1094,-0.7044,-0.0001,0.0074,-0.0789,0
23028263,0.1365,-0.6879,-0.1094,-0.7044,-0.0127,-0.0085,-0.1099,0
23028430,0.1365,-0.6879,-0.1094,-0.7044,0.0068,-0.0299,-0.1118,0
23028597,0.1364,-0.6879,-0.1094,-0.7044,-0.0151,-0.0328,-0.1034,0
23028763,0.1365,-0.6879,-0.1094,-0.7044,0.0118,0.0039,-0.1144,0
23028930,0.1365,-0.6879,-0.1094,-0.7044,-0.0095,-0.0032,-0.1080,0
23029097,0.1364,-0.6879,-0.1094,-0.7044,-0.0078,-0.0112,-0.1159,0
23029263,0.1364,-0.6879,-0.1094,-0.7044,0.0096,-0.0025,-0.1049,0
23029430,0.1364,-0.6879,-0.1094,-0.7044,-0.0187,-0.0131,-0.0981,0
23029597,0.1364,-0.6879,-0.1094,-0.7044,0.0068,-0.0146,-0.1258,0
23029763,0.1364,-0.6879,-0.1094,-0.7044,-0.0089,-0.0054,-0.0658,0
23029930,0.1364,-0.6879,-0.1094,-0.7044,-0.0128,-0.0132,-0.1245,0
23030097,0.1364,-0.6879,-0.1094,-0.7044,0.0191,0.0006,-0.1199,0
23030263,0.1364,-0.6879,-0.1094,-0.7044,-0.0268,-0.0309,-0.0601,0
23030430,0.1364,-0.6879,-0.1094,-0.7044,0.0148,0.0050,-0.1312,0
23030597,0.1363,-0.6879,-0.1094,-0.7044,-0.0189,-0.0216,-0.0981,0
23030763,0.1363,-0.6879,-0.1094,-0.7044,0.0234,0.0050,-0.1123,0
23030930,0.1363,-0.6879,-0.1094,-0.7044,-0.0141,-0.0065,-0.0960,0
23031097,0.1363,-0.6879,-0.1094,-0.7044,0.0224,0.0053,-0.1046,0
23031263,0.1363,-0.6879,-0.1094,-0.7044,-0.0088,0.0017,-0.1084,0
23031430,0.1363,-0.6879,-0.1094,-0.7044,0.0193,0.0046,-0.1061,0
23031597,0.1363,-0.6879,-0.1093,-0.7044,-0.0182,-0.0154,-0.0981,0
23031763,0.1363,-0.6879,-0.1094,-0.7044,0.0121,-0.0060,-0.1125,0
23031930,0.1363,-0.6879,-0.1093,-0.7044,-0.0462,-0.0215,-0.1075,0
23032097,0.1363,-0.6879,-0.1093,-0.7044,0.0405,-0.0002,-0.0995,0
23032263,0.1363,-0.6879,-0.1093,-0.7044,-0.0270,-0.0299,-0.0810,0
23032430,0.1363,-0.6879,-0.1093,-0.7044,0.0421,0.0077,-0.1182,0
23032597,0.1362,-0.6879,-0.1093,-0.7044,-0.0300,-0.0229,-0.0998,0
23032763,0.1362,-0.6879,-0.1093,-0.7045,-0.0023,-0.0020,-0.1033,0
23032930,0.1362,-0.6879,-0.1093,-0.7045,-0.0056,-0.0045,-0.0983,0
23033097,0.1363,-0.6879,-0.1093,-0.7045,0.0228,-0.0013,-0.1128,0
23033263,0.1362,-0.6879,-0.1093,-0.7045,-0.0256,-0.0244,-0.0749,0
23033430,0.1363,-0.6879,-0.1093,-0.7045,0.0242,0.0177,-0.1252,0
23033597,0.1363,-0.6879,-0.1093,-0.7044,-0.0250,-0.0155,-0.1248,0
23033763,0.1363,-0.6879,-0.1093,-0.7045,0.0155,-0.0110,-0.0911,0
23033930,0.1362,-0.6879,-0.1092,-0.7045,-0.0027,-0.0159,-0.1050,0
23034097,0.1362,-0.6879,-0.1092,-0.7045,0.0068,0.0046,-0.1119,0
23034263,0.1362,-0.6879,-0.1092,-0.7045,-0.0182,-0.0185,-0.1092,0
23034430,0.1362,-0.6879,-0.1092,-0.7045,-0.0053,-0.0159,-0.0920,0
23034597,0.1362,-0.6879,-0.1092,-0.7045,-0.0005,-0.0242,-0.1066,0
23034763,0.1362,-0.6879,-0.1092,-0.7045,0.0191,0.0085,-0.0784,0
23034930,0.1362,-0.6879,-0.1092,-0.7045,-0.0194,-0.0044,-0.0935,0
23035097,0.1362,-0.6879,-0.1092,-0.7045,0.0174,0.0100,-0.1154,0
23035264,0.1362,-0.6879,-0.1092,-0.7045,-0.0222,-0.0235,-0.0911,0
23035430,0.1362,-0.6879,-0.1092,-0.7045,-0.0088,-0.0067,-0.1124,0
23035597,0.1362,-0.6879,-0.1092,-0.7045,0.0014,0.0059,-0.0919,0
23035764,0.1361,-0.6879,-0.1091,-0.7045,-0.0023,0.0092,-0.0980,0
23035930,0.1361,-0.6879,-0.1091,-0.7045,0.0153,0.0030,-0.0972,0
23036097,0.1361,-0.6879,-0.1091,-0.7045,-0.0204,-0.0244,-0.0919,0
23036264,0.1361,-0.6879,-0.1091,-0.7045,0.0008,-0.0065,-0.1010,0
23036430,0.1361,-0.6879,-0.1091,-0.7045,-0.0003,-0.0078,-0.0985,0
23036597,0.1361,-0.6879,-0.1091,-0.7045,0.0190,-0.0042,-0.1044,0
23036764,0.1361,-0.6879,-0.1091,-0.7045,-0.0041,-0.0057,-0.0982,0
23036930,0.1361,-0.6879,-0.1091,-0.7045,0.0188,-0.0056,-0.1021,0
23037097,0.1361,-0.6879,-0.1091,-0.7045,0.0134,-0.0083,-0.1009,0
23037264,0.1361,-0.6879,-0.1091,-0.7045,0.0047,-0.0031,-0.1036,0
23037430,0.1361,-0.6879,-0.1091,-0.7045,-0.0064,-0.0030,-0.1078,0
23037597,0.1361,-0.6879,-0.1091,-0.7045,-0.0018,-0.0029,-0.0942,0
23037764,0.1361,-0.6879,-0.1091,-0.7045,-0.0088,-0.0159,-0.1016,0
23037930,0.1361,-0.6879,-0.1091,-0.7045,0.0016,-0.0164,-0.0985,0
23038097,0.1361,-0.6879,-0.1091,-0.7045,-0.0097,-0.0274,-0.0972,0
23038264,0.1362,-0.6879,-0.1091,-0.7045,-0.0070,-0.0041,-0.0998,0
23038430,0.1362,-0.6879,-0.1091,-0.7045,-0.0203,0.0021,-0.0870,0
23038597,0.1361,-0.6879,-0.1091,-0.7045,-0.0115,0.0011,-0.1294,0
23038764,0.1361,-0.6879,-0.1091,-0.7045,-0.0147,0.0019,-0.1055,0
23038930,0.1361,-0.6879,-0.1091,-0.7045,0.0047,-0.0023,-0.0952,0
23039097,0.1361,-0.6879,-0.1091,-0.7045,0.0132,-0.0028,-0.0984,0
23039264,0.1361,-0.6879,-0.1091,-0.7045,-0.0187,-0.0060,-0.1027,0
23039430,0.1361,-0.6879,-0.1091,-0.7045,0.0104,0.0050,-0.0899,0
23039597,0.1361,-0.6879,-0.1091,-0.7045,-0.0151,-0.0126,-0.0921,0
23039764,0.1361,-0.6879,-0.1091,-0.7045,0.0173,0.0106,-0.0984,0
23039930,0.1361,-0.6879,-0.1091,-0.7045,-0.0164,-0.0035,-0.1029,0
23040097,0.1361,-0.6879,-0.1091,-0.7045,0.0121,0.0097,-0.1104,0
23040264,0.1361,-0.6879,-0.1091,-0.7045,-0.0098,-0.0201,-0.0870,0
23040430,0.1361,-0.6879,-0.1091,-0.7045,0.0144,0.0132,-0.1084,0
23040597,0.1361,-0.6879,-0.1091,-0.7045,0.0090,0.0015,-0.1056,0
23040764,0.1361,-0.6879,-0.1091,-0.7045,-0.0106,-0.0173,-0.1009,0
23040930,0.1361,-0.6879,-0.1091,-0.7045,-0.0272,-0.0190,-0.1162,0
23041097,0.1360,-0.6879,-0.1091,-0.7045,0.0056,0.0084,-0.1109,0
23041264,0.1360,-0.6879,-0.1091,-0.7045,-0.0415,-0.0152,-0.0958,0
23041430,0.1360,-0.6879,-0.1091,-0.7045,0.0087,0.0078,-0.0974,0
23041597,0.1360,-0.6879,-0.1091,-0.7045,-0.0055,-0.0187,-0.0861,0
23041764,0.1360,-0.6879,-0.1091,-0.7045,0.0022,-0.0079,-0.0931,0
23041930,0.1361,-0.6879,-0.1091,-0.7045,-0.0125,0.0003,-0.0940,0
23042097,0.1361,-0.6879,-0.1091,-0.7045,0.0186,-0.0059,-0.1066,0
23042264,0.1361,-0.6879,-0.1091,-0.7045,-0.0036,-0.0249,-0.1023,0
23042430,0.1361,-0.6879,-0.1091,-0.7045,0.0078,-0.0076,-0.1080,0
23042597,0.1361,-0.6879,-0.1091,-0.7045,-0.0215,-0.0038,-0.0970,0
23042764,0.1361,-0.6879,-0.1091,-0.7045,0.0149,0.0057,-0.1055,0
23042930,0.1361,-0.6879,-0.1091,-0.7045,-0.0512,0.0260,-0.1215,0
23043097,0.1361,-0.6879,-0.1091,-0.7045,-0.0091,-0.0197,-0.0824,0
23043264,0.1361,-0.6879,-0.1091,-0.7045,-0.0109,0.0216,-0.0829,0
23043430,0.1361,-0.6879,-0.1091,-0.7045,-0.0007,0.0037,-0.1183,0
23043597,0.1361,-0.6879,-0.1091,-0.7045,-0.0096,-0.0254,-0.1139,0
23043764,0.1361,-0.6879,-0.1091,-0.7045,-0.0125,-0.0003,-0.0922,0
23043930,0.1361,-0.6879,-0.1091,-0.7045,-0.0076,0.0005,-0.1033,0
23044097,0.1361,-0.6879,-0.1091,-0.7045,-0.0076,0.0085,-0.1170,0
23044264,0.1361,-0.6879,-0.1091,-0.7045,0.0058,0.0044,-0.1046,0
23044430,0.1361,-0.6879,-0.1091,-0.7045,-0.0141,-0.0144,-0.1102,0
23044597,0.1361,-0.6879,-0.1091,-0.7045,-0.0087,-0.0085,-0.0895,0
23044764,0.1361,-0.6879,-0.1091,-0.7045,-0.0104,-0.0272,-0.0972,0
23044930,0.1361,-0.6879,-0.1091,-0.7045,-0.0279,-0.0382,-0.1082,0
23045097,0.1360,-0.6879,-0.1091,-0.7045,-0.0039,-0.0009,-0.0971,0
23045264,0.1360,-0.6879,-0.1091,-0.7045,-0.0156,0.0059,-0.1112,0
23045430,0.1360,-0.6879,-0.1091,-0.7045,0.0029,0.0080,-0.1088,0
23045597,0.1360,-0.6879,-0.1091,-0.7045,-0.0153,-0.0205,-0.0966,0
23045764,0.1360,-0.6879,-0.1090,-0.7045,0.0007,-0.0287,-0.1016,0
23045930,0.1360,-0.6879,-0.1090,-0.7046,0.0075,-0.0074,-0.0989,0
23046097,0.1360,-0.6879,-0.1090,-0.7046,-0.0039,0.0034,-0.1071,0
23046264,0.1360,-0.6879,-0.1090,-0.7046,-0.0193,-0.0148,-0.1084,0
23046430,0.1360,-0.6879,-0.1090,-0.7045,-0.0084,-0.0164,-0.0901,0
23046597,0.1360,-0.6879,-0.1090,-0.7046,-0.0021,-0.0089,-0.1013,0
23046764,0.1360,-0.6879,-0.1090,-0.7046,-0.0305,0.0031,-0.0945,0
23046930,0.1360,-0.6879,-0.1090,-0.7046,0.0140,0.0074,-0.0924,0
23047097,0.1360,-0.6879,-0.1090,-0.7046,-0.0187,-0.0220,-0.1046,0
23047264,0.1360,-0.6879,-0.1090,-0.7046,-0.0151,-0.0158,-0.0975,0
23047430,0.1360,-0.6879,-0.1090,-0.7046,-0.0082,-0.0141,-0.1057,0
23047597,0.1360,-0.6879,-0.1090,-0.7046,-0.0108,-0.0072,-0.1108,0
23047764,0.1360,-0.6879,-0.1090,-0.7046,-0.0055,-0.0092,-0.1038,0
23047930,0.1360,-0.6879,-0.1090,-0.7046,-0.0013,-0.0066,-0.0932,0
23048097,0.1360,-0.6879,-0.1090,-0.7046,-0.0212,-0.0149,-0.1075,0
23048264,0.1360,-0.6879,-0.1090,-0.7046,-0.0104,-0.0031,-0.0947,0
23048430,0.1360,-0.6879,-0.1090,-0.7046,-0.0007,-0.0101,-0.0960,0
23048597,0.1360,-0.6879,-0.1090,-0.7046,0.0017,-0.0141,-0.0919,0
23048764,0.1360,-0.6879,-0.1090,-0.7046,-0.0335,-0.0127,-0.0991,0
23048930,0.1360,-0.6879,-0.1090,-0.7046,0.0003,-0.0050,-0.1155,0
23049097,0.1360,-0.6879,-0.1090,-0.7046,-0.0078,-0.0157,-0.1027,0
23049264,0.1360,-0.6879,-0.1090,-0.7046,0.0321,0.0165,-0.1022,0
23049430,0.1360,-0.6878,-0.1090,-0.7046,-0.0283,0.0008,-0.1016,0
23049597,0.1360,-0.6878,-0.1090,-0.7046,0.0115,-0.0112,-0.1283,0
23049764,0.1360,-0.6879,-0.1090,-0.7046,-0.0164,-0.0257,-0.1071,0
23049930,0.1360,-0.6878,-0.1090,-0.7046,0.0007,-0.0041,-0.1146,0
23050097,0.1359,-0.6878,-0.1090,-0.7046,-0.0127,-0.0074,-0.1082,0
23050264,0.1359,-0.6878,-0.1090,-0.7046,0.0066,0.0088,-0.0867,0
23050430,0.1359,-0.6879,-0.1090,-0.7046,-0.0187,-0.0241,-0.1060,0
23050597,0.1359,-0.6878,-0.1090,-0.7046,-0.0050,-0.0019,-0.0790,0
23050764,0.1359,-0.6878,-0.1090,-0.7046,-0.0100,-0.0073,-0.1179,0
23050930,0.1359,-0.6878,-0.1090,-0.7047,-0.0148,0.0211,-0.1081,0
