DeviceTag: Xsens DOT1,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2023-06-15 11:41:08.629,© Movella Technologies B.V. 2005-2023
9028676,0.9987,0.0295,0.0224,0.0355,0.2752,-0.5736,0.2039,0
9028843,0.9987,0.0296,0.0226,0.0356,0.2766,-0.5598,0.2779,0
9029177,0.9987,0.0297,0.0228,0.0358,0.2134,-0.5769,0.3323,0
9029343,0.9986,0.0298,0.0228,0.0360,0.2158,-0.5869,0.2620,0
9029510,0.9986,0.0298,0.0228,0.0361,0.2439,-0.5739,0.2572,0
9030177,0.9986,0.0301,0.0229,0.0366,0.2512,-0.5752,0.2057,0
9030343,0.9986,0.0302,0.0230,0.0368,0.2278,-0.6023,0.3611,0
9030510,0.9986,0.0302,0.0230,0.0369,0.2371,-0.5938,0.2526,0
9031343,0.9986,0.0306,0.0230,0.0376,0.2333,-0.6085,0.2870,0
9031510,0.9985,0.0307,0.0230,0.0378,0.2335,-0.5938,0.2778,0
9031677,0.9985,0.0308,0.0230,0.0380,0.2435,-0.5926,0.2653,0
9032177,0.9985,0.0310,0.0230,0.0384,0.2193,-0.6128,0.2763,0
9032343,0.9985,0.0311,0.0231,0.0386,0.2302,-0.6070,0.2585,0
9032510,0.9985,0.0311,0.0231,0.0388,0.2274,-0.6179,0.2947,0
9032843,0.9985,0.0313,0.0230,0.0391,0.2366,-0.6086,0.2782,0
9033010,0.9985,0.0313,0.0231,0.0393,0.2475,-0.6313,0.2881,0
9033177,0.9985,0.0314,0.0231,0.0394,0.2489,-0.6190,0.2623,0
9033343,0.9985,0.0315,0.0230,0.0396,0.2364,-0.6032,0.2757,0
9033510,0.9984,0.0315,0.0230,0.0398,0.2227,-0.6295,0.2918,0
9033677,0.9984,0.0316,0.0231,0.0400,0.2334,-0.6392,0.2649,0
9034343,0.9984,0.0319,0.0230,0.0406,0.2375,-0.6319,0.2677,0
9034510,0.9984,0.0320,0.0230,0.0408,0.2320,-0.6365,0.2820,0
9034677,0.9984,0.0321,0.0230,0.0410,0.2465,-0.6247,0.2914,0
9034843,0.9984,0.0321,0.0230,0.0412,0.2435,-0.6314,0.2431,0
9035510,0.9983,0.0324,0.0230,0.0419,0.2273,-0.6534,0.2975,0
9035677,0.9983,0.0325,0.0229,0.0421,0.2295,-0.6360,0.2909,0
9036343,0.9983,0.0328,0.0229,0.0429,0.2361,-0.6389,0.2499,0
9036510,0.9983,0.0328,0.0229,0.0431,0.2289,-0.6233,0.2782,0
9036677,0.9983,0.0329,0.0228,0.0433,0.2200,-0.6434,0.3009,0
9037010,0.9982,0.0330,0.0228,0.0437,0.2442,-0.6604,0.2737,0
9037177,0.9982,0.0331,0.0228,0.0439,0.2495,-0.6557,0.2900,0
9037343,0.9982,0.0332,0.0228,0.0441,0.2457,-0.6518,0.2571,0
9037677,0.9982,0.0333,0.0228,0.0445,0.2314,-0.6671,0.2927,0
9037843,0.9982,0.0334,0.0227,0.0447,0.2338,-0.6289,0.2883,0
9038010,0.9982,0.0335,0.0227,0.0449,0.2616,-0.6599,0.2663,0
9038177,0.9982,0.0335,0.0227,0.0451,0.2495,-0.6931,0.2838,0
9038510,0.9981,0.0337,0.0227,0.0456,0.2407,-0.6406,0.2766,0
9039177,0.9981,0.0339,0.0226,0.0464,0.2323,-0.6694,0.2665,0
9039343,0.9981,0.0340,0.0226,0.0466,0.2398,-0.6957,0.2641,0
9040010,0.9980,0.0343,0.0225,0.0475,0.2223,-0.6917,0.2429,0
9040177,0.9980,0.0344,0.0224,0.0477,0.2386,-0.7149,0.2698,0
9040677,0.9980,0.0346,0.0224,0.0484,0.2359,-0.6700,0.2985,0
9040843,0.9980,0.0346,0.0223,0.0486,0.2156,-0.7076,0.2827,0
9041010,0.9980,0.0347,0.0223,0.0488,0.2130,-0.6957,0.2760,0
9041177,0.9979,0.0348,0.0223,0.0491,0.2564,-0.6856,0.2812,0
9041343,0.9979,0.0348,0.0223,0.0493,0.2704,-0.6897,0.3126,0
9041510,0.9979,0.0349,0.0223,0.0495,0.2464,-0.6974,0.2619,0
9041843,0.9979,0.0350,0.0222,0.0500,0.2033,-0.6865,0.2971,0
9042010,0.9979,0.0351,0.0222,0.0502,0.2380,-0.6836,0.2605,0
9042177,0.9979,0.0352,0.0222,0.0504,0.2415,-0.6975,0.3106,0
9042677,0.9978,0.0354,0.0221,0.0511,0.2208,-0.7184,0.2794,0
9042843,0.9978,0.0354,0.0221,0.0514,0.2145,-0.6941,0.2900,0
9043010,0.9978,0.0355,0.0220,0.0516,0.2430,-0.6875,0.2615,0
9044177,0.9977,0.0359,0.0218,0.0532,0.2500,-0.7105,0.2761,0
9044343,0.9977,0.0360,0.0218,0.0535,0.2283,-0.7312,0.2644,0
9044510,0.9977,0.0361,0.0218,0.0537,0.2310,-0.7261,0.2673,0
9044843,0.9976,0.0362,0.0217,0.0542,0.1964,-0.7095,0.2697,0
9045010,0.9976,0.0362,0.0217,0.0544,0.2120,-0.7223,0.2637,0
9045177,0.9976,0.0363,0.0217,0.0547,0.3719,-0.6505,0.3796,0
9045677,0.9976,0.0365,0.0216,0.0554,0.2225,-0.6420,0.2685,0
9045844,0.9976,0.0365,0.0216,0.0556,0.1776,-0.7209,0.1994,0
9046010,0.9975,0.0366,0.0215,0.0559,0.2053,-0.8007,0.3360,0
9046344,0.9975,0.0367,0.0215,0.0563,0.2923,-0.6967,0.2323,0
9046510,0.9975,0.0368,0.0215,0.0566,0.1839,-0.7143,0.3085,0
9046677,0.9975,0.0368,0.0214,0.0568,0.1819,-0.7481,0.2872,0
9046844,0.9975,0.0369,0.0214,0.0571,0.2227,-0.7121,0.1979,0
9047010,0.9974,0.0370,0.0213,0.0573,0.2185,-0.7368,0.2911,0
9047177,0.9974,0.0370,0.0213,0.0576,0.2540,-0.7649,0.2748,0
9048344,0.9973,0.0374,0.0211,0.0593,0.2270,-0.7656,0.2290,0
9048510,0.9973,0.0375,0.0211,0.0595,0.2269,-0.7560,0.2275,0
9048677,0.9973,0.0376,0.0211,0.0598,0.1760,-0.7374,0.3066,0
9049010,0.9973,0.0377,0.0210,0.0603,0.2509,-0.7301,0.2320,0
9049177,0.9972,0.0377,0.0210,0.0605,0.2708,-0.7935,0.3091,0
9049344,0.9972,0.0378,0.0209,0.0607,0.2292,-0.7829,0.2502,0
9049510,0.9972,0.0378,0.0209,0.0610,0.1853,-0.7417,0.2449,0
9049677,0.9972,0.0379,0.0209,0.0612,0.2034,-0.7336,0.3002,0
9049844,0.9972,0.0379,0.0209,0.0615,0.2118,-0.7679,0.3113,0
9050010,0.9972,0.0380,0.0208,0.0617,0.1987,-0.7886,0.2532,0
9050177,0.9971,0.0380,0.0208,0.0620,0.2392,-0.7625,0.2387,0
9050344,0.9971,0.0381,0.0208,0.0622,0.2648,-0.7834,0.2952,0
9050510,0.9971,0.0381,0.0207,0.0625,0.2234,-0.7650,0.3083,0
9050677,0.9971,0.0382,0.0207,0.0627,0.1787,-0.7265,0.2460,0
9050844,0.9971,0.0382,0.0207,0.0630,0.1779,-0.7517,0.2293,0
9051010,0.9970,0.0383,0.0207,0.0632,0.2386,-0.8072,0.2614,0
9051177,0.9970,0.0384,0.0206,0.0635,0.2551,-0.7800,0.2509,0
9051344,0.9970,0.0384,0.0206,0.0638,0.2398,-0.7505,0.3232,0
9051510,0.9970,0.0384,0.0206,0.0640,0.1826,-0.7390,0.2672,0
9051677,0.9970,0.0385,0.0206,0.0643,0.1219,-0.7837,0.2457,0
9051844,0.9970,0.0385,0.0205,0.0645,0.1557,-0.7801,0.2780,0
9052010,0.9969,0.0386,0.0205,0.0648,0.2819,-0.7762,0.2831,0
9052177,0.9969,0.0386,0.0205,0.0650,0.3128,-0.7885,0.2507,0
9052344,0.9969,0.0387,0.0204,0.0653,0.2230,-0.7891,0.2926,0
9052510,0.9969,0.0387,0.0204,0.0655,0.1398,-0.7821,0.2286,0
9052677,0.9969,0.0388,0.0204,0.0658,0.1429,-0.7540,0.2645,0
9052844,0.9969,0.0388,0.0203,0.0661,0.2118,-0.7499,0.2504,0
9053010,0.9968,0.0389,0.0203,0.0663,0.2698,-0.7864,0.3257,0
9053177,0.9968,0.0389,0.0203,0.0666,0.2609,-0.8117,0.2080,0
9053344,0.9968,0.0390,0.0202,0.0668,0.2152,-0.8169,0.2743,0
9053844,0.9967,0.0391,0.0202,0.0676,0.1921,-0.7563,0.2449,0
9054177,0.9967,0.0392,0.0201,0.0681,0.2480,-0.8230,0.2618,0
9054677,0.9966,0.0393,0.0200,0.0689,0.1516,-0.7658,0.2625,0
9054844,0.9966,0.0394,0.0200,0.0691,0.1817,-0.7712,0.2606,0
9055010,0.9966,0.0394,0.0200,0.0694,0.2353,-0.8146,0.2665,0
9055344,0.9966,0.0395,0.0199,0.0699,0.2348,-0.7867,0.2673,0
9055510,0.9966,0.0395,0.0199,0.0702,0.1722,-0.7922,0.2987,0
9055677,0.9965,0.0396,0.0199,0.0704,0.1438,-0.7712,0.2716,0
9055844,0.9965,0.0396,0.0198,0.0707,0.1709,-0.7751,0.2485,0
9056010,0.9965,0.0396,0.0198,0.0709,0.2357,-0.7999,0.2812,0
9056177,0.9965,0.0397,0.0198,0.0712,0.2662,-0.8331,0.2554,0
9056344,0.9965,0.0397,0.0198,0.0715,0.2283,-0.8142,0.2568,0
9056510,0.9964,0.0398,0.0197,0.0717,0.1810,-0.7847,0.2814,0
9056677,0.9964,0.0398,0.0197,0.0720,0.1564,-0.7751,0.2822,0
9056844,0.9964,0.0398,0.0196,0.0722,0.1791,-0.7712,0.2676,0
9057010,0.9964,0.0399,0.0196,0.0725,0.2423,-0.8219,0.2585,0
9057177,0.9964,0.0399,0.0196,0.0728,0.2613,-0.8389,0.2589,0
9057344,0.9963,0.0399,0.0196,0.0730,0.2294,-0.8189,0.2629,0
9057510,0.9963,0.0400,0.0195,0.0733,0.1772,-0.7884,0.2999,0
9057677,0.9963,0.0400,0.0195,0.0735,0.1532,-0.7773,0.2650,0
