DeviceTag: Xsens DOT1,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2023-06-01 19:39:13.512,© Movella Technologies B.V. 2005-2023
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
12567247,0.5571,0.0355,-0.0537,-0.8279,-0.9788,0.5608,0.2464,0
12567413,0.5571,0.0354,-0.0535,-0.8280,-0.9590,0.5491,0.2507,0
12567580,0.5569,0.0352,-0.0533,-0.8281,-0.9379,0.5515,0.2907,0
12567747,0.5567,0.0351,-0.0531,-0.8283,-0.9282,0.5614,0.2139,0
12567913,0.5566,0.0349,-0.0529,-0.8284,-0.9630,0.5374,0.2599,0
12568080,0.5565,0.0348,-0.0526,-0.8285,-0.9700,0.5340,0.2569,0
12568247,0.5563,0.0346,-0.0524,-0.8286,-0.9496,0.5479,0.2296,0
12568413,0.5562,0.0345,-0.0522,-0.8287,-0.9372,0.5261,0.2885,0
12568580,0.5560,0.0344,-0.0520,-0.8288,-0.9030,0.5388,0.2428,0
12568747,0.5559,0.0342,-0.0518,-0.8289,-0.9253,0.5450,0.2242,0
12568913,0.5557,0.0341,-0.0516,-0.8291,-0.9402,0.5232,0.2515,0
12569080,0.5556,0.0339,-0.0514,-0.8292,-0.8988,0.5401,0.2330,0
12569247,0.5555,0.0338,-0.0512,-0.8293,-0.8917,0.5393,0.2712,0
12569413,0.5554,0.0336,-0.0510,-0.8294,-0.8742,0.5301,0.2543,0
12569580,0.5552,0.0335,-0.0507,-0.8295,-0.8868,0.5245,0.2363,0
12569747,0.5550,0.0333,-0.0505,-0.8296,-0.8952,0.5363,0.2120,0
12569913,0.5550,0.0332,-0.0503,-0.8297,-0.8928,0.5132,0.2608,0
12570080,0.5548,0.0331,-0.0501,-0.8298,-0.8904,0.5356,0.2370,0
12570247,0.5547,0.0329,-0.0499,-0.8299,-0.8773,0.5358,0.3032,0
12570413,0.5545,0.0328,-0.0497,-0.8301,-0.8671,0.4921,0.2276,0
12570580,0.5544,0.0327,-0.0494,-0.8301,-0.8684,0.5379,0.2878,0
12570747,0.5542,0.0325,-0.0492,-0.8303,-0.8619,0.5041,0.2285,0
12570913,0.5540,0.0324,-0.0490,-0.8304,-0.8484,0.5215,0.2752,0
12571080,0.5539,0.0322,-0.0488,-0.8305,-0.8595,0.5141,0.2746,0
12571247,0.5537,0.0321,-0.0487,-0.8307,-0.8623,0.4905,0.2695,0
12571413,0.5535,0.0320,-0.0485,-0.8308,-0.8549,0.5274,0.2714,0
12571580,0.5533,0.0318,-0.0482,-0.8310,-0.8381,0.5025,0.2541,0
12571747,0.5532,0.0317,-0.0480,-0.8310,-0.8361,0.5028,0.2705,0
12571913,0.5530,0.0315,-0.0478,-0.8312,-0.8346,0.5053,0.2650,0
12572080,0.5528,0.0314,-0.0476,-0.8313,-0.8324,0.5056,0.2799,0
12572247,0.5527,0.0313,-0.0475,-0.8315,-0.8241,0.4984,0.2747,0
12572413,0.5526,0.0311,-0.0473,-0.8316,-0.8311,0.4904,0.2662,0
12572580,0.5523,0.0310,-0.0471,-0.8317,-0.8287,0.5100,0.2637,0
12572747,0.5522,0.0308,-0.0469,-0.8318,-0.8203,0.5011,0.2676,0
12572913,0.5520,0.0307,-0.0467,-0.8319,-0.8043,0.4986,0.2737,0
12573080,0.5519,0.0306,-0.0465,-0.8321,-0.8003,0.5032,0.2701,0
12573247,0.5517,0.0304,-0.0463,-0.8322,-0.7894,0.4902,0.2701,0
12573413,0.5515,0.0303,-0.0461,-0.8323,-0.7767,0.4809,0.2777,0
12573580,0.5514,0.0302,-0.0459,-0.8324,-0.7815,0.5048,0.2717,0
12573747,0.5512,0.0300,-0.0457,-0.8326,-0.7807,0.4848,0.2810,0
12573913,0.5510,0.0299,-0.0456,-0.8327,-0.7808,0.4913,0.2755,0
12574080,0.5508,0.0298,-0.0454,-0.8329,-0.7785,0.4803,0.2896,0
12574247,0.5507,0.0296,-0.0452,-0.8329,-0.7795,0.4752,0.2630,0
12574413,0.5505,0.0295,-0.0450,-0.8331,-0.7569,0.4968,0.2644,0
12574580,0.5504,0.0294,-0.0448,-0.8332,-0.7731,0.4932,0.2752,0
