PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
90, 1290978379, 0.11179943, 0.41344237, -0.33498836, 0.83925635, -0.025623525, -0.2950451, 0.04899311, 0
91, 1290995046, 0.11238702, 0.41186985, -0.3353945, 0.8397885, 0.10096686, -0.16132866, 0.06669521, 0
92, 1291011713, 0.113044694, 0.41032556, -0.3356385, 0.84035856, 0.10539502, -0.44157922, 0.11283302, 0
93, 1291028380, 0.11431062, 0.40820226, -0.33792254, 0.84030604, 0.09499873, -0.088104166, 0.12115097, 0
94, 1291045047, 0.11498947, 0.40597612, -0.3389646, 0.840872, 0.08179253, 0.36826447, 0.18029213, 0
95, 1291061714, 0.11511429, 0.40443704, -0.33747506, 0.8421946, 0.016338741, 0.10488708, 0.18406773, 0
96, 1291078381, 0.11559303, 0.40265298, -0.3368543, 0.84323186, -0.0635038, -0.069169104, 0.31794834, 0
97, 1291095048, 0.11565963, 0.40044504, -0.3375312, 0.8440031, 0.10105739, 0.10096594, 0.3296814, 0
98, 1291111715, 0.11448203, 0.39861083, -0.33764374, 0.84498626, 0.12232856, 0.11133462, 0.0989027, 0
99, 1291128382, 0.113577135, 0.3962831, -0.33697024, 0.84647083, 0.14843373, -0.08493816, -0.18745327, 0
100, 1291145049, 0.11320998, 0.39394584, -0.3368055, 0.84767556, 0.14618544, -0.47452387, -0.3304062, 0
101, 1291161716, 0.113753356, 0.39194173, -0.33702776, 0.8484432, 0.011221495, -0.36897296, -0.4700756, 0
102, 1291178383, 0.115348026, 0.38956347, -0.33839837, 0.8487778, 0.008185855, -0.022921616, -0.26088428, 0
103, 1291195050, 0.11657346, 0.38743544, -0.34101453, 0.8485371, 0.24671157, 0.15167488, 0.26347828, 0
104, 1291211717, 0.11614065, 0.38555223, -0.3418047, 0.84913605, 0.01578401, 0.17915866, 0.07276344, 0
105, 1291228384, 0.116687715, 0.3830867, -0.3410499, 0.8504794, 0.02413247, -0.09317241, -0.43671417, 0
106, 1291245051, 0.11848704, 0.38080868, -0.34257638, 0.8506402, 0.22384368, -0.0904121, -0.11550236, 0
107, 1291261718, 0.11925152, 0.37844637, -0.34254467, 0.85159975, 0.31369624, 0.33494163, 0.15149021, 0
108, 1291278385, 0.11882035, 0.3765978, -0.34017658, 0.8534269, 0.16794674, -0.30453235, -0.22486877, 0
109, 1291295052, 0.1204169, 0.37449658, -0.3388239, 0.85466504, 0.11705298, -0.63994575, -0.8085928, 0
110, 1291311719, 0.12380374, 0.37238348, -0.34019256, 0.8545606, 0.047732115, -0.4053157, -0.56659985, 0
111, 1291328386, 0.12714493, 0.3709812, -0.341147, 0.8542994, -0.15417705, -0.042910296, -0.12048435, 0
112, 1291345053, 0.13043614, 0.36900756, -0.34213176, 0.85426426, -0.12263804, -0.016231623, 0.2864523, 0
113, 1291361720, 0.13385707, 0.36548594, -0.34207106, 0.8552728, 0.11039252, 0.051089503, 0.27288246, 0
114, 1291378387, 0.13719374, 0.3626512, -0.3418021, 0.8560579, 0.34879458, -0.26322412, -0.12592697, 0
115, 1291395054, 0.14134866, 0.36052635, -0.34168854, 0.8563248, 0.17377847, -0.11233733, -0.49963284, 0
116, 1291411721, 0.1462512, 0.3586091, -0.3418892, 0.8562265, -0.02353354, -0.028609043, -0.3119402, 0
117, 1291428388, 0.15116188, 0.35678753, -0.34180143, 0.85616946, -0.07647551, 0.006449694, 0.0642786, 0
118, 1291445055, 0.15571515, 0.35465252, -0.3420406, 0.8561451, 0.0068203863, 0.04175546, 0.15428925, 0
119, 1291461722, 0.16061741, 0.3518269, -0.34188944, 0.85646534, 0.1766555, 0.16530895, -0.14544392, 0
120, 1291478389, 0.16558433, 0.3495437, -0.34158278, 0.8565768, 0.2459424, 0.0053546997, -0.4504404, 0
121, 1291495056, 0.17019671, 0.3479353, -0.34229583, 0.8560426, 0.16975424, 0.050992917, -0.22361279, 0
122, 1291511723, 0.17402609, 0.34625122, -0.34330547, 0.85555124, 0.039002843, 0.16593312, 0.109306335, 0
123, 1291528390, 0.1771674, 0.3448534, -0.34352255, 0.8553838, 0.01838584, 0.025206953, 0.031355858, 0
124, 1291545057, 0.17952994, 0.34418023, -0.34448975, 0.8547731, 0.14339295, -0.1555445, -0.010038376, 0
125, 1291561724, 0.18090108, 0.34381932, -0.3460753, 0.8539886, 0.30619282, 0.12961634, -0.033109665, 0
126, 1291578391, 0.1812728, 0.34390458, -0.3471675, 0.8534321, 0.3977218, 0.21898146, -0.111670494, 0
127, 1291595058, 0.18062103, 0.34469986, -0.34877747, 0.85259247, 0.39677605, 0.20039998, -0.1691227, 0
128, 1291611725, 0.17911021, 0.34614345, -0.349832, 0.85189396, 0.34456015, 0.23122472, -0.103533745, 0
129, 1291628392, 0.17743352, 0.34708694, -0.35055226, 0.85156494, 0.3443338, 0.19941412, 0.020043373, 0
130, 1291645059, 0.17557357, 0.34827998, -0.35102558, 0.8512683, 0.35086527, 0.25169703, -0.09143829, 0
131, 1291661726, 0.1733836, 0.35040057, -0.35120514, 0.8507728, 0.2335317, 0.19868106, -0.2750759, 0
132, 1291678393, 0.17129582, 0.35285422, -0.35146546, 0.8500739, 0.13786525, 0.025634365, -0.30943775, 0
133, 1291695060, 0.16909696, 0.35560754, -0.35227457, 0.8490312, 0.16384147, 0.03301834, -0.36491013, 0
134, 1291711727, 0.16693625, 0.35837233, -0.35299867, 0.8479948, 0.22989805, 0.2405191, -0.30108356, 0
135, 1291728394, 0.16443014, 0.36147073, -0.35309878, 0.84712726, 0.25134718, 0.3039741, -0.059716225, 0
136, 1291745061, 0.16157469, 0.3645524, -0.35251796, 0.846598, 0.12606494, 0.15300809, 0.2028799, 0
137, 1291761728, 0.1587853, 0.36698636, -0.35250485, 0.84607935, 0.08074266, -0.02817554, 0.14932537, 0
138, 1291778395, 0.15602219, 0.36937237, -0.35257313, 0.84552646, 0.15440716, -0.06824756, -0.13995457, 0
139, 1291795062, 0.15350507, 0.3720501, -0.35204852, 0.84503144, 0.2552975, -0.05442317, -0.3026924, 0
140, 1291811729, 0.15098393, 0.3751331, -0.35182205, 0.8442166, 0.19177738, 0.027439822, -0.14452267, 0
141, 1291828396, 0.14844067, 0.3783227, -0.35105357, 0.843564, 0.09289439, 0.10743793, 0.21000957, 0
142, 1291845063, 0.14569655, 0.38071778, -0.3506975, 0.8431129, 0.08966904, -0.1960151, 0.388999, 0
143, 1291861730, 0.14321382, 0.38200715, -0.35215235, 0.84234834, 0.19796303, -0.18642981, 0.086289406, 0
144, 1291878397, 0.14151622, 0.38287905, -0.35322803, 0.8417887, 0.317775, 0.12236974, -0.36254406, 0
145, 1291895064, 0.13993432, 0.38495737, -0.3530853, 0.8411648, 0.34947002, 0.019530032, -0.49955273, 0
146, 1291911731, 0.13837995, 0.3882298, -0.35320437, 0.839867, 0.12965727, -0.15741794, -0.2405529, 0
147, 1291928398, 0.13722944, 0.39072517, -0.35452837, 0.83833945, -0.075244576, -0.14480945, 0.100149155, 0
148, 1291945065, 0.13629596, 0.3921167, -0.35643092, 0.8370342, -0.0040681595, 0.1565416, 0.16824722, 0
149, 1291961732, 0.13481906, 0.39389238, -0.3568077, 0.8362788, 0.1310447, 0.24379413, 0.01578331, 0
150, 1291978399, 0.13259347, 0.39642248, -0.35650793, 0.83556676, 0.27333948, -0.069807455, -0.10358906, 0
151, 1291995066, 0.13136409, 0.39904976, -0.35791203, 0.8339084, 0.2629215, -0.10438267, -0.097761154, 0
152, 1292011733, 0.1301008, 0.401475, -0.3599756, 0.83205205, 0.16767561, -0.08491837, 0.039733887, 0
153, 1292028400, 0.12972806, 0.40280515, -0.36233836, 0.8304402, 0.23860145, -0.03717624, 0.04065609, 0
154, 1292045067, 0.12907487, 0.40388262, -0.3636827, 0.8294304, 0.30669814, 0.16230105, -0.1436224, 0
155, 1292061734, 0.12766606, 0.40609437, -0.36401597, 0.82842183, 0.38869593, 0.073507346, -0.2225132, 0
156, 1292078401, 0.12604181, 0.40878806, -0.3652779, 0.8267884, 0.084564224, -0.111493126, -0.05039692, 0
157, 1292095068, 0.12536454, 0.41067752, -0.366847, 0.825259, -0.018541852, -0.049295224, 0.034789085, 0
158, 1292111735, 0.1251115, 0.4121266, -0.36820686, 0.82396847, 0.16019064, -0.06358896, 0.076491356, 0
159, 1292128402, 0.12453681, 0.4135321, -0.36941814, 0.82280827, 0.23080073, 0.1554633, 0.040079117, 0
160, 1292145069, 0.12293154, 0.41541436, -0.3698875, 0.82189035, 0.34338084, 0.3286488, -0.039915085, 0
161, 1292161736, 0.12118468, 0.41771853, -0.36969945, 0.82106584, 0.29655427, 0.18409538, -0.022194862, 0
162, 1292178403, 0.11958385, 0.4197631, -0.36947823, 0.8203572, 0.13937415, -0.24352826, -0.0974493, 0
163, 1292195070, 0.11872092, 0.4211121, -0.37054688, 0.8193085, 0.09384938, -0.38855717, -0.14311314, 0
164, 1292211737, 0.11838672, 0.42205963, -0.3724483, 0.81800616, 0.018862147, 0.0025684154, -0.17120075, 0
165, 1292228404, 0.1181127, 0.4232937, -0.37395233, 0.8167209, 0.2008685, 0.25686777, -0.23988533, 0
166, 1292245071, 0.117510095, 0.4251978, -0.37560374, 0.8150592, 0.35001236, 0.32667252, -0.051011086, 0
167, 1292261738, 0.116466716, 0.42710665, -0.37705234, 0.81354064, 0.47523347, 0.14096521, 0.17074585, 0
168, 1292278405, 0.11281457, 0.4291506, -0.37706304, 0.81297463, 0.25939432, -0.28554267, 0.10085678, 0
169, 1292295072, 0.11620031, 0.42844123, -0.38063234, 0.81120676, 0.14778654, -0.1334038, -0.31859875, 0
170, 1292311739, 0.116688035, 0.42954132, -0.38311133, 0.80938584, 0.29875162, 0.18335871, -0.28835297, 0
171, 1292328406, 0.11550513, 0.43136948, -0.38362527, 0.8083393, 0.27666065, 0.2490767, 0.007751465, 0
172, 1292345073, 0.113634594, 0.43324277, -0.3826884, 0.8080466, 0.19952166, -0.07418417, 0.16935158, 0
173, 1292361740, 0.11267996, 0.43436125, -0.38315848, 0.8073565, 0.08254845, -0.060947094, 0.18701935, 0
174, 1292378407, 0.11178253, 0.4350653, -0.3839949, 0.8067047, 0.16997199, 0.26520106, 0.11186314, 0
175, 1292395074, 0.11060277, 0.43580678, -0.3842629, 0.80633944, 0.3258918, 0.23439983, 0.016070366, 0
176, 1292411741, 0.109351486, 0.4364281, -0.384808, 0.8059141, 0.39125565, 0.0014808851, -0.019461632, 0
177, 1292428408, 0.10831226, 0.4369338, -0.385097, 0.80564225, 0.30602604, 0.11098832, -0.1946392, 0
178, 1292445075, 0.108155906, 0.4377631, -0.38517943, 0.80517346, 0.2085011, -0.0051933234, -0.2985611, 0
179, 1292461742, 0.10790844, 0.43883216, -0.38545114, 0.80449444, 0.038590908, -0.13115536, -0.23757458, 0
180, 1292478409, 0.10758616, 0.4395454, -0.38598347, 0.80389273, 0.14165299, -0.040402956, -0.17135143, 0
181, 1292495076, 0.1076508, 0.4402075, -0.38661155, 0.8032197, 0.33470795, 0.24506453, -0.14787006, 0
182, 1292511743, 0.10685508, 0.44095436, -0.386128, 0.80314904, 0.43149796, 0.11599286, -0.030867577, 0
183, 1292528410, 0.1053304, 0.44181713, -0.3853377, 0.80325574, 0.3435274, -0.10462284, -0.18760586, 0
184, 1292545077, 0.10613914, 0.44213384, -0.3850323, 0.80312157, 0.17896436, -0.21973081, -0.31740284, 0
185, 1292561744, 0.1070196, 0.4426945, -0.3844205, 0.80298895, 0.03241114, -0.43386367, -0.30461693, 0
186, 1292578411, 0.10695002, 0.44371244, -0.38465732, 0.8023227, -0.031825524, -0.49682513, -0.01790905, 0
187, 1292595078, 0.10748185, 0.44409382, -0.3864338, 0.8011861, 0.037885584, -0.09389307, 0.4099722, 0
188, 1292611745, 0.10823533, 0.44375408, -0.3885285, 0.80025923, 0.27804115, 0.39606085, 0.67818356, 0
189, 1292628412, 0.10680854, 0.4436948, -0.388818, 0.80034345, 0.52042806, 0.64513385, 0.6143007, 0
190, 1292645079, 0.103923395, 0.4438142, -0.38679728, 0.80163515, 0.7242727, 0.63123995, 0.18665218, 0
191, 1292661746, 0.100774206, 0.44443992, -0.38232777, 0.80383164, 0.61204827, 0.26252925, -0.4458151, 0
192, 1292678413, 0.09866516, 0.4456715, -0.37743637, 0.80572075, 0.27715227, -0.44053894, -0.76789284, 0
193, 1292695080, 0.09452019, 0.44822466, -0.37271133, 0.8069999, -0.024073854, -0.63830847, -0.59641457, 0
194, 1292711747, 0.09457053, 0.44929293, -0.37164307, 0.80689275, -0.062011547, -0.16254047, -0.19221973, 0
195, 1292728414, 0.09242897, 0.45060208, -0.3694384, 0.8074232, -0.0037757205, 0.03167458, 0.020680428, 0
196, 1292745081, 0.0927176, 0.45072997, -0.36760083, 0.8081569, 0.075139806, -0.93217343, 0.113295555, 0
197, 1292761748, 0.09536008, 0.45028982, -0.37057963, 0.80673313, -0.1263486, -1.1807952, 0.40548325, 0
198, 1292778415, 0.0991481, 0.4480868, -0.37808543, 0.80401576, 5.340842E-4, 0.30704954, 0.7059183, 0
199, 1292795082, 0.10053, 0.4449378, -0.38285393, 0.80333596, 1.0674837, 1.4975663, 0.16419506, 0
200, 1292811749, 0.098927386, 0.44503254, -0.38112518, 0.8043039, 1.2404776, 0.9035719, -0.591383, 0
201, 1292828416, 0.09707229, 0.44715762, -0.3759893, 0.8057673, 0.0750937, -0.23586738, -0.7921524, 0
202, 1292845083, 0.096995234, 0.4480966, -0.37213308, 0.80704427, -0.31170878, -1.0138497, -0.6388378, 0
203, 1292861750, 0.09824863, 0.4484295, -0.3724971, 0.80653965, -0.16776036, -0.46216306, -0.1932354, 0
204, 1292878417, 0.099287994, 0.4484824, -0.37344077, 0.8059463, -0.021422235, 0.3302951, 0.2340374, 0
205, 1292895084, 0.10030935, 0.4480312, -0.37326446, 0.8061525, 0.15129007, 0.15507147, 0.1555376, 0
206, 1292911751, 0.10154136, 0.44797328, -0.37366712, 0.8058438, 0.13706969, -0.32485119, -0.19505978, 0
207, 1292928418, 0.103652515, 0.44779217, -0.37572908, 0.8047161, -0.015999561, -0.42174488, -0.20439434, 0
208, 1292945085, 0.10624386, 0.44675916, -0.37862667, 0.80359316, 0.11992968, -0.27035305, 0.0040922165, 0
209, 1292961752, 0.110005304, 0.44517416, -0.38190255, 0.8024157, 0.3797496, 0.086180195, 0.13639545, 0
210, 1292978419, 0.111196525, 0.44451475, -0.3831959, 0.8020004, 0.56717014, 0.44029504, 0.36086464, 0
211, 1292995086, 0.1127626, 0.44349682, -0.38350075, 0.8021995, 0.7219448, 0.5657328, 0.43185997, 0
212, 1293011753, 0.11181397, 0.443248, -0.3811438, 0.80359197, 0.5780399, 0.40425986, 0.27755737, 0
213, 1293028420, 0.11264959, 0.44202888, -0.37840036, 0.8054411, 0.37196833, -0.15290779, 0.0097875595, 0
214, 1293045087, 0.11270543, 0.44103914, -0.37606144, 0.8070696, 0.22701864, -0.42946646, -0.27910805, 0
215, 1293061754, 0.114235125, 0.4399368, -0.3760615, 0.8074559, 0.14245565, -0.167609, -0.2714901, 0
216, 1293078421, 0.11529203, 0.43880886, -0.37603837, 0.8079302, 0.18891653, 0.22929563, 0.060400963, 0
217, 1293095088, 0.114745036, 0.43720144, -0.37498796, 0.80936617, 0.40140682, 0.5086001, 0.2981577, 0
218, 1293111755, 0.11361508, 0.4352976, -0.37233946, 0.81177115, 0.6360978, 0.5451782, 0.12504482, 0
219, 1293128422, 0.11348239, 0.43365818, -0.36886063, 0.81425154, 0.43443492, 0.1549057, -0.24970245, 0
220, 1293145089, 0.11258152, 0.43281814, -0.3653359, 0.81640965, 0.06943695, -0.09101027, -0.41617393, 0
221, 1293161756, 0.11420329, 0.4312675, -0.36387154, 0.81765807, 0.12301972, -0.24196805, -0.3907385, 0
222, 1293178423, 0.11539923, 0.4301354, -0.3639695, 0.8180428, 0.40564764, -0.14948909, -0.23465633, 0
223, 1293195090, 0.115516305, 0.42922327, -0.36364603, 0.81864876, 0.43730494, 0.2351615, 0.032114983, 0
224, 1293211757, 0.115804814, 0.42769003, -0.36202794, 0.82012635, 0.45169163, 0.29854771, 0.12353706, 0
225, 1293228424, 0.11600769, 0.42602423, -0.35942754, 0.8221061, 0.42879057, 0.25747216, -0.0035181046, 0
226, 1293245091, 0.11604871, 0.42456925, -0.3568824, 0.8239597, 0.48754162, -0.08513245, 0.004501343, 0
227, 1293261758, 0.118935995, 0.42227983, -0.35680735, 0.8247565, 0.36125654, 0.011445624, 0.035935402, 0
228, 1293278425, 0.11589833, 0.42163768, -0.35407317, 0.8266937, 0.20762062, 0.123307966, 0.08651829, 0
229, 1293295092, 0.11560511, 0.41975597, -0.35241506, 0.82839894, 0.22341715, -0.010898128, 0.14673042, 0
230, 1293311759, 0.116045915, 0.4175547, -0.35145804, 0.8298552, 0.3037032, -0.076182686, 0.013458252, 0
