PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
141, 1291811729, 0.5788399, 0.46281093, -0.28898, 0.60600424, 1.1930286, -0.22553039, -0.46666527, 0
142, 1291828396, 0.58574474, 0.46816584, -0.28163084, 0.5986719, 0.76725256, -0.34394756, -0.5890074, 0
143, 1291845063, 0.5924701, 0.47382426, -0.27387196, 0.5911549, 0.3038712, -0.665753, -0.44387913, 0
144, 1291861730, 0.59925854, 0.47919568, -0.26618245, 0.58344483, 0.2069891, -0.58254004, -0.45440483, 0
145, 1291878397, 0.60596526, 0.48442808, -0.25869542, 0.5755105, 0.29156572, -0.6034964, -0.42158985, 0
146, 1291895064, 0.61200374, 0.49019206, -0.2506045, 0.56776816, 0.10841507, -0.46526054, -0.4414177, 0
147, 1291911731, 0.6180494, 0.49563435, -0.2428007, 0.5598297, 0.0360513, -0.41109508, -0.45197678, 0
148, 1291928398, 0.6241539, 0.5008879, -0.23517986, 0.5515742, -0.071362324, -0.4126246, -0.44143105, 0
149, 1291945065, 0.6305555, 0.505632, -0.22785659, 0.5429712, 0.031359203, -0.3870634, -0.42811775, 0
150, 1291961732, 0.63654745, 0.51075184, -0.21990782, 0.5343975, 0.022369735, -0.37793896, -0.5200987, 0
151, 1291978399, 0.6422563, 0.5159026, -0.21180083, 0.525825, 0.2824161, -0.36043432, -0.45983887, 0
152, 1291995066, 0.64731026, 0.5215534, -0.20311244, 0.5174137, 0.43517146, -0.07509991, -0.5846071, 0
153, 1292011733, 0.6515261, 0.52804416, -0.19365752, 0.50909716, 0.06581943, -0.19787244, -0.48130894, 0
154, 1292028400, 0.65536857, 0.5345947, -0.1840028, 0.5008429, -0.23658198, -0.40466842, -0.31179714, 0
155, 1292045067, 0.6594351, 0.540435, -0.17479932, 0.49246386, -0.19600655, -0.30239022, -0.38633347, 0
156, 1292061734, 0.66358906, 0.54579324, -0.16596505, 0.4839577, 0.09484102, -0.2801402, -0.36128044, 0
157, 1292078401, 0.6675339, 0.55111927, -0.15683599, 0.4754668, 0.07884442, 0.020870522, -0.44296932, 0
158, 1292095068, 0.67127615, 0.5565172, -0.14726655, 0.46689367, 0.044270877, -0.21832588, -0.37366104, 0
159, 1292111735, 0.6749562, 0.5618197, -0.13751139, 0.45813042, -0.005134875, -0.2952698, -0.46698093, 0
160, 1292128402, 0.67861074, 0.56695753, -0.12777376, 0.44913313, -0.15160112, -0.48728105, -0.35942078, 0
161, 1292145069, 0.6828042, 0.5710844, -0.11878868, 0.43992105, -0.04594482, -0.24866554, -0.49011898, 0
162, 1292161736, 0.6869137, 0.57511395, -0.10963705, 0.43055, -0.0035615673, -0.080046475, -0.59197426, 0
163, 1292178403, 0.6911622, 0.57873803, -0.10058147, 0.42099962, 0.19935596, 0.028495891, -0.74198914, 0
164, 1292195070, 0.694388, 0.5834158, -0.09050306, 0.41141307, -0.014675413, -0.20046452, -0.59837055, 0
165, 1292211737, 0.69814664, 0.5872275, -0.08085242, 0.40151978, 0.29261422, -0.42038473, -0.48993015, 0
166, 1292228404, 0.70143086, 0.59137756, -0.070526235, 0.39152732, 0.29290894, -0.21786255, -0.853158, 0
167, 1292245071, 0.7037164, 0.59658724, -0.059501067, 0.38121724, -0.32752252, -0.1540514, -0.63691616, 0
168, 1292261738, 0.70573443, 0.60158134, -0.048627093, 0.37104493, -0.43299833, -0.26664513, -0.10432434, 0
169, 1292278405, 0.7086866, 0.6050591, -0.038391434, 0.3608227, 0.0029654023, 0.022037037, -0.66536045, 0
170, 1292295072, 0.7105714, 0.609564, -0.027402448, 0.3503845, -0.34707123, -0.047209065, -0.48100471, 0
171, 1292311739, 0.7127064, 0.6133654, -0.01657611, 0.33993784, -0.7350843, -0.32841563, 0.40314293, 0
172, 1292328406, 0.7162208, 0.61502075, -0.0066186986, 0.32974792, -0.31203544, -0.023852855, -0.0045051575, 0
173, 1292345073, 0.71925867, 0.6168418, 0.0037796716, 0.31962335, -0.055297654, -0.08709272, -0.64886, 0
