Coordinates
nRows=620
nColumns=12
endheader
Quat_W_x	Quat_X_x	Quat_Y_x	Quat_Z_x	Quat_W_y	Quat_X_y	Quat_Y_y	Quat_Z_y	Quat_W	Quat_X	Quat_Y	Quat_Z
0.1076508	0.4402075	-0.38661155	0.8032197	0.880089	0.033736296	-0.46227118	-0.10301589	0.72817016	0.63646114	0.09118171	0.23742668
0.10685508	0.44095436	-0.386128	0.80314904	0.8799611	0.033982586	-0.46264032	-0.102368906	0.7276315	0.6391307	0.10165936	0.22744204
0.1053304	0.44181713	-0.3853377	0.80325574	0.8799685	0.03416339	-0.46272483	-0.10186219	0.725688	0.64291054	0.11221121	0.21783443
0.10613914	0.44213384	-0.3850323	0.80312157	0.8800736	0.03434726	-0.46260726	-0.10142597	0.7223937	0.6476979	0.12241081	0.20892721
0.1070196	0.4426945	-0.3844205	0.80298895	0.8801398	0.034547012	-0.46257293	-0.100938566	0.71850103	0.65272236	0.13184604	0.20081484
0.10695002	0.44371244	-0.38465732	0.8023227	0.8802058	0.034981024	-0.4625869	-0.10014427	0.71546257	0.6564416	0.14031865	0.19367124
0.10748185	0.44409382	-0.3864338	0.8011861	0.88027704	0.03519511	-0.4625337	-0.09968875	0.71457267	0.65758026	0.14769731	0.18750983
0.10823533	0.44375408	-0.3885285	0.80025923	0.88035595	0.03547001	-0.4625015	-0.099042565	0.71525353	0.65688777	0.15442365	0.18183638
0.10680854	0.4436948	-0.388818	0.80034345	0.8805205	0.035770796	-0.4623592	-0.09813197	0.71711457	0.6547999	0.16091213	0.17632714
0.103923395	0.4438142	-0.38679728	0.80163515	0.8806619	0.03580492	-0.4621794	-0.09769803	0.71861017	0.65292275	0.16778661	0.17070182
0.100774206	0.44443992	-0.38232777	0.80383164	0.8807783	0.035717934	-0.46206215	-0.097233534	0.719084	0.65204215	0.17481926	0.16491681
0.09866516	0.4456715	-0.37743637	0.80572075	0.8807882	0.035366785	-0.46216822	-0.09676509	0.7197174	0.6509361	0.18119402	0.15955573
0.09452019	0.44822466	-0.37271133	0.8069999	0.8807579	0.03483981	-0.46226692	-0.09676038	0.7207143	0.6493877	0.18692626	0.15467793
0.09457053	0.44929293	-0.37164307	0.80689275	0.8807553	0.034481864	-0.4623695	-0.09642337	0.7214212	0.64829206	0.19204518	0.14962558
0.09242897	0.45060208	-0.3694384	0.8074232	0.88072467	0.034326367	-0.46255216	-0.09588008	0.7223438	0.6477594	0.19480672	0.14379725
0.0927176	0.45072997	-0.36760083	0.8081569	0.88061965	0.03409574	-0.4628395	-0.09553996	0.7224371	0.6482153	0.19337647	0.14320357
0.09536008	0.45028982	-0.37057963	0.80673313	0.88052535	0.033832073	-0.46301827	-0.09563725	0.7325693	0.6361422	0.18914309	0.1512957
0.0991481	0.4480868	-0.37808543	0.80401576	0.8805636	0.034007646	-0.4629949	-0.09533339	0.7356583	0.6317435	0.18900572	0.15486744
0.10053	0.4449378	-0.38285393	0.80333596	0.8805385	0.034220424	-0.46307507	-0.09510128	0.7261553	0.6423581	0.19099918	0.15360309
0.098927386	0.44503254	-0.38112518	0.8043039	0.8805288	0.034486186	-0.46315938	-0.09468274	0.7219016	0.647118	0.19082719	0.15388839
0.09707229	0.44715762	-0.3759893	0.8057673	0.88066274	0.034550793	-0.46299484	-0.09421871	0.72751087	0.6406608	0.18771318	0.1582578
0.096995234	0.4480966	-0.37213308	0.80704427	0.88067424	0.034815915	-0.46308023	-0.09359155	0.7326686	0.63468486	0.18386783	0.16298707
0.09824863	0.4484295	-0.3724971	0.80653965	0.88096493	0.034848895	-0.46267536	-0.09284081	0.7324259	0.6350595	0.18014662	0.16673028
0.099287994	0.4484824	-0.37344077	0.8059463	0.8808604	0.034039143	-0.4628211	-0.09340623	0.73182756	0.6357476	0.17584756	0.17126277
0.10030935	0.4480312	-0.37326446	0.8061525	0.8806379	0.03355824	-0.46313435	-0.09412373	0.73196185	0.6354418	0.17073521	0.17690434
0.10154136	0.44797328	-0.37366712	0.8058438	0.880605	0.033092566	-0.46313533	-0.09458923	0.73082435	0.6366397	0.1649157	0.18272611
0.103652515	0.44779217	-0.37572908	0.8047161	0.8806644	0.03306382	-0.46291986	-0.09509958	0.7288523	0.63868684	0.15839316	0.18911709
0.10624386	0.44675916	-0.37862667	0.80359316	0.8809128	0.03312371	-0.4623203	-0.09569408	0.7274967	0.63982606	0.15113243	0.1962913
0.110005304	0.44517416	-0.38190255	0.8024157	0.8809038	0.0326004	-0.46220133	-0.096527226	0.72714204	0.63960946	0.1429751	0.2042608
0.111196525	0.44451475	-0.3831959	0.8020004	0.8809708	0.031840734	-0.4619991	-0.09713653	0.72711414	0.6388739	0.1341688	0.21247174
0.1127626	0.44349682	-0.38350075	0.8021995	0.8810046	0.030624393	-0.4618856	-0.09775807	0.7279031	0.6369577	0.1247183	0.22110511
0.11181397	0.443248	-0.3811438	0.80359197	0.88103396	0.029466568	-0.4618618	-0.09796066	0.7296352	0.633531	0.11453165	0.2305505
0.11264959	0.44202888	-0.37840036	0.8054411	0.8810555	0.028036322	-0.46180862	-0.09843774	0.73140746	0.6295961	0.10372817	0.24060857
0.11270543	0.44103914	-0.37606144	0.8070696	0.8808579	0.02724138	-0.46218243	-0.09867457	0.7317234	0.62687886	0.09267388	0.2510286
0.114235125	0.4399368	-0.3760615	0.8074559	0.8806912	0.026704893	-0.4624851	-0.09889079	0.7311142	0.6248197	0.08126526	0.261665
0.11529203	0.43880886	-0.37603837	0.8079302	0.88050175	0.026115853	-0.46280533	-0.09923625	0.7308485	0.62188244	0.069248945	0.2726307
0.114745036	0.43720144	-0.37498796	0.80936617	0.8804233	0.025873952	-0.4629031	-0.09953827	0.7305526	0.6185452	0.05688704	0.28365242
0.11361508	0.4352976	-0.37233946	0.81177115	0.8803827	0.025739782	-0.4629741	-0.09960124	0.7295772	0.61557764	0.044398103	0.29463592
0.11348239	0.43365818	-0.36886063	0.81425154	0.88038194	0.025568433	-0.46295208	-0.099754855	0.7279435	0.61282337	0.0316062	0.3058544
0.11258152	0.43281814	-0.3653359	0.81640965	0.88043535	0.025355864	-0.46280017	-0.100041084	0.72595185	0.60992515	0.018362915	0.31725097
0.11420329	0.4312675	-0.36387154	0.81765807	0.8804615	0.025439803	-0.46271563	-0.100182086	0.72361726	0.6068833	0.0047220006	0.32870743
0.11539923	0.4301354	-0.3639695	0.8180428	0.8805378	0.025480539	-0.46251768	-0.10041569	0.72079504	0.6038275	-0.009130944	0.3402408
0.115516305	0.42922327	-0.36364603	0.81864876	0.8806308	0.02565958	-0.4623	-0.100556776	0.718022	0.60010725	-0.023410982	0.35180625
0.115804814	0.42769003	-0.36202794	0.82012635	0.88072056	0.02574234	-0.46210313	-0.10065476	0.7151349	0.59582686	-0.038044922	0.36349016
0.11600769	0.42602423	-0.35942754	0.8221061	0.8809154	0.02576634	-0.4616854	-0.10086029	0.7122012	0.5908531	-0.053066183	0.37529513
0.11604871	0.42456925	-0.3568824	0.8239597	0.88126284	0.025978198	-0.4609704	-0.10104128	0.7083566	0.5863247	-0.06780128	0.3871142
0.118935995	0.42227983	-0.35680735	0.8247565	0.88161355	0.026112579	-0.46022472	-0.101345226	0.70393485	0.5818263	-0.08219269	0.3989967
0.11589833	0.42163768	-0.35407317	0.8266937	0.88196623	0.02627946	-0.45950976	-0.10147643	0.6996942	0.5765684	-0.09700952	0.41059262
0.11560511	0.41975597	-0.35241506	0.82839894	0.8822908	0.02653696	-0.45887226	-0.101473495	0.694546	0.57190794	-0.111214265	0.4220884
0.116045915	0.4175547	-0.35145804	0.8298552	0.8825908	0.026862271	-0.4582889	-0.10141563	0.68986946	0.56643474	-0.12547149	0.43299988
0.11695259	0.41537252	-0.35132658	0.83087796	0.8828216	0.027222525	-0.4578633	-0.10123109	0.68544424	0.5603748	-0.13950771	0.44349065
0.1195673	0.4126229	-0.35241655	0.83141416	0.883005	0.02767845	-0.45755392	-0.10090666	0.6809977	0.55421007	-0.1531635	0.45346907
0.11978521	0.41006684	-0.35273772	0.83251023	0.8831532	0.028173504	-0.45733154	-0.10048006	0.6759862	0.5487254	-0.16585344	0.46307206
0.120543666	0.40769807	-0.35299295	0.83345556	0.8833193	0.028679525	-0.45708126	-0.100015454	0.67036533	0.54367113	-0.17758496	0.47275347
0.1240628	0.40472257	-0.3542848	0.83384126	0.8835411	0.029218316	-0.4567117	-0.09958871	0.6650303	0.5380985	-0.18951145	0.4819441
0.12534204	0.40273535	-0.3557289	0.83399725	0.88380784	0.029770125	-0.45623162	-0.099258415	0.6577888	0.5349213	-0.19904265	0.49148276
0.12523471	0.40107632	-0.355595	0.8348695	0.88412637	0.030243471	-0.45566127	-0.09889793	0.65199584	0.5298367	-0.20958877	0.5002471
0.12505056	0.3990533	-0.3541463	0.8364807	0.88450146	0.030935658	-0.4550001	-0.0983724	0.64648825	0.52416295	-0.22042426	0.5086449
0.12588586	0.39702976	-0.35333216	0.8376619	0.88479203	0.031624325	-0.45451206	-0.09779363	0.6408811	0.51884407	-0.23056777	0.51663387
0.12735601	0.39498147	-0.35394192	0.8381503	0.88514745	0.03249335	-0.45389694	-0.09714712	0.6357885	0.5131076	-0.240814	0.5239299
0.12790602	0.39313856	-0.35403392	0.8388939	0.8855919	0.033313744	-0.45310506	-0.09651328	0.6298054	0.50827855	-0.24975096	0.53162265
0.12959811	0.39142266	-0.35419273	0.8393693	0.88595676	0.034092255	-0.45245272	-0.095952235	0.6248493	0.5020264	-0.25983828	0.5385324
0.13255674	0.38932183	-0.35628927	0.838997	0.886277	0.03482732	-0.4518825	-0.095416695	0.6176099	0.49857578	-0.26698884	0.5465322
0.13561825	0.38752133	-0.35784698	0.83867836	0.88645464	0.03595862	-0.45161808	-0.09459302	0.60990334	0.49564394	-0.27325886	0.5546934
0.13736963	0.38600394	-0.35744834	0.8392629	0.88664216	0.037034236	-0.451387	-0.09351766	0.6031198	0.49112514	-0.28088447	0.5622693
0.13996372	0.3834686	-0.35823363	0.83966154	0.88668907	0.037905484	-0.45140013	-0.092659436	0.5958594	0.4869752	-0.28767765	0.5701302
0.14283487	0.38117748	-0.35913688	0.83983535	0.8868726	0.038402922	-0.45113376	-0.09199183	0.5885699	0.482786	-0.29428267	0.5778415
0.14479038	0.3796599	-0.3578805	0.8407238	0.887144	0.038899463	-0.4506707	-0.09143238	0.58083165	0.47821024	-0.30101725	0.5859507
0.14838436	0.37763247	-0.3572045	0.84129757	0.88750535	0.03904149	-0.45003057	-0.091017246	0.57265383	0.47290635	-0.30805936	0.5945811
0.15263355	0.37572742	-0.35740656	0.84130454	0.88773024	0.03911016	-0.44962463	-0.09079993	0.5651767	0.4657565	-0.3168812	0.6026878
0.15643589	0.37447792	-0.3583822	0.840748	0.88793004	0.03938958	-0.44929847	-0.090340346	0.55730534	0.4584535	-0.3255507	0.61094046
0.1591754	0.37318754	-0.35913026	0.8404884	0.88815695	0.039651677	-0.4489161	-0.08989447	0.54985297	0.45123187	-0.33379087	0.6185753
0.16081959	0.37121785	-0.35913593	0.841045	0.88839334	0.039843462	-0.4485223	-0.08943878	0.5425065	0.4446827	-0.34095207	0.62585616
0.16318396	0.36887032	-0.3589786	0.84168935	0.88856477	0.039954245	-0.44827953	-0.088901795	0.53542954	0.43925095	-0.34651598	0.6326932
0.16571555	0.36714563	-0.3583406	0.84222037	0.8887382	0.040129714	-0.44804054	-0.0882937	0.5289134	0.43502316	-0.35048345	0.63887954
0.16813777	0.36573875	-0.3584195	0.8423188	0.88894784	0.0402721	-0.44774756	-0.08759941	0.5241385	0.43092272	-0.35416284	0.64354724
0.17013033	0.36448145	-0.35903907	0.8421996	0.88929886	0.04017882	-0.44715825	-0.087089695	0.52075005	0.42734426	-0.35715985	0.64701885
0.17114368	0.3636077	-0.35853535	0.8425867	0.8896879	0.04010603	-0.44649595	-0.086546525	0.5184544	0.42453358	-0.3597881	0.64925253
0.17184746	0.36305207	-0.35823607	0.8428104	0.89010626	0.039775092	-0.4457332	-0.08632878	0.5172985	0.4225022	-0.36186078	0.65034693
0.17209032	0.36305138	-0.35880098	0.84252053	0.89046025	0.039783046	-0.44510108	-0.085935816	0.51688856	0.4217284	-0.36254868	0.6507918
0.17190753	0.3635259	-0.35959285	0.8420155	0.8909088	0.03974054	-0.4442603	-0.085656285	0.5174104	0.4218322	-0.36234674	0.6504221
0.17106338	0.36438617	-0.36030233	0.84151226	0.89141923	0.039732806	-0.44327298	-0.085465	0.51843196	0.42316875	-0.36087546	0.64955795
0.1700514	0.3651742	-0.36115074	0.8410119	0.89185494	0.03982403	-0.44244522	-0.08516549	0.52014637	0.42512906	-0.3589033	0.64799833
0.16885942	0.36575243	-0.36162877	0.8407954	0.89214754	0.04002034	-0.44187665	-0.084958866	0.5227634	0.42739534	-0.35660547	0.64566576
0.16715536	0.36714196	-0.361712	0.8404945	0.89239573	0.040348694	-0.44140208	-0.08466269	0.52554023	0.43048003	-0.35328028	0.6431856
0.1650735	0.36910826	-0.36138082	0.8401872	0.8926203	0.04063153	-0.44094098	-0.08456505	0.5288221	0.4334772	-0.3501442	0.64019054
0.16356112	0.37089407	-0.36169827	0.8395596	0.89279515	0.041097272	-0.44059825	-0.08427949	0.5328279	0.43606865	-0.34714922	0.63673085
0.16239196	0.3724621	-0.3619987	0.83896273	0.8929087	0.041570734	-0.44038063	-0.08397977	0.53710973	0.43869615	-0.3439479	0.63305515
0.16064362	0.37424842	-0.36092165	0.8389685	0.89304924	0.041910328	-0.44012797	-0.08364031	0.54153866	0.44160637	-0.34044504	0.62914
0.1584536	0.37640965	-0.36040196	0.83864135	0.8931306	0.042141072	-0.43998408	-0.08341338	0.5462863	0.4445761	-0.33673346	0.62492746
0.15667546	0.37809128	-0.3608226	0.8380377	0.89314884	0.04239076	-0.4399594	-0.08322009	0.5515477	0.44723538	-0.33308712	0.6203457
0.15473025	0.3796254	-0.36087617	0.8376825	0.89321226	0.042755358	-0.43987525	-0.082798004	0.55663913	0.45017228	-0.3288014	0.6159446
0.15297689	0.38128823	-0.36009365	0.8375861	0.89329994	0.042993933	-0.43975654	-0.082356855	0.5618729	0.45299724	-0.32458043	0.6113427
0.151733	0.3829887	-0.35951924	0.8372832	0.8933139	0.043435495	-0.43978056	-0.081845626	0.5671412	0.45585924	-0.32004035	0.60672694
0.14943418	0.38503242	-0.35880947	0.8370637	0.89335036	0.043825623	-0.43976238	-0.08133522	0.5716305	0.45976156	-0.314359	0.60252506
0.14625658	0.38722956	-0.3577976	0.8370445	0.89345	0.0440034	-0.43962854	-0.08086823	0.57590705	0.46400934	-0.3084481	0.5982361
0.14514272	0.38810664	-0.35826698	0.83663124	0.89351124	0.04420075	-0.4395669	-0.08041716	0.5800873	0.4683854	-0.30246988	0.5938232
0.14435087	0.38897848	-0.35849652	0.8362649	0.8934963	0.044488136	-0.43964124	-0.08001677	0.58444685	0.47275743	-0.2966893	0.5889804
0.14185245	0.39134008	-0.35723975	0.8361285	0.8934881	0.04497043	-0.43974367	-0.07927317	0.58858794	0.47727257	-0.29086766	0.5840986
0.14040564	0.39332446	-0.35632074	0.8358337	0.89353323	0.04506693	-0.4397295	-0.07878607	0.59360147	0.48050693	-0.28624806	0.5786298
0.14053647	0.39438015	-0.35786468	0.83465385	0.89355063	0.045251295	-0.43977585	-0.07822211	0.59831506	0.48390424	-0.28133756	0.5733282
0.13881657	0.39587942	-0.3586248	0.83390534	0.8935365	0.045484103	-0.43986705	-0.07773483	0.6032695	0.4870259	-0.27659494	0.56777376
0.13723867	0.39757138	-0.3591606	0.83313054	0.89358974	0.045546375	-0.4398366	-0.07726016	0.607927	0.4906134	-0.27121028	0.56228846
0.1354451	0.39927438	-0.3597125	0.8323713	0.8936553	0.04581445	-0.43980426	-0.076521635	0.6129946	0.493877	-0.26594928	0.5564121
0.1347151	0.40029988	-0.35951158	0.832084	0.89362437	0.045913443	-0.43988854	-0.076336995	0.6180833	0.49712387	-0.26065797	0.55036205
0.1341833	0.4014747	-0.35965616	0.8315411	0.8936609	0.046150565	-0.4398739	-0.075851396	0.62280583	0.50078785	-0.2548386	0.5444097
0.13252375	0.40357414	-0.36012402	0.83058804	0.8937438	0.046176005	-0.4397698	-0.07546222	0.62764543	0.50417197	-0.24904008	0.53837806
0.13171488	0.40553638	-0.3614146	0.8291991	0.8937708	0.046428327	-0.4398026	-0.07479348	0.63218313	0.5077039	-0.24303353	0.5324624
0.1312481	0.40690622	-0.36253834	0.8281109	0.89369076	0.046723254	-0.44003066	-0.07422094	0.6365021	0.51120245	-0.23699011	0.52666205
0.13248567	0.4079013	-0.36411065	0.82673335	0.8935797	0.047072783	-0.44030765	-0.07369253	0.640905	0.51444376	-0.23099609	0.5207968
0.13273881	0.40957317	-0.36593503	0.82505894	0.89353377	0.046924353	-0.4404605	-0.07343073	0.64500254	0.51812196	-0.22439662	0.51494426
0.13247891	0.41127598	-0.36702847	0.8237669	0.89349675	0.046810236	-0.44060096	-0.07311052	0.64892274	0.5221222	-0.21732467	0.5089771
0.13069783	0.41332316	-0.36706114	0.8230119	0.8934518	0.046737835	-0.44075143	-0.07279968	0.65263253	0.5266381	-0.20970282	0.50274056
0.12906115	0.41477507	-0.36810753	0.8220718	0.8933355	0.04668169	-0.44102854	-0.07258387	0.6561824	0.53140306	-0.20177059	0.4963105
0.12765667	0.4159896	-0.3682339	0.8216208	0.89322126	0.04674369	-0.44130406	-0.072271846	0.660798	0.53451455	-0.19512	0.48945734
0.1272267	0.41787395	-0.36833447	0.8206856	0.8930612	0.046606198	-0.44167897	-0.07205018	0.6651003	0.53802776	-0.18789877	0.4825577
0.12744905	0.42013267	-0.36924574	0.81908697	0.8928996	0.046402767	-0.4420526	-0.071893334	0.6691647	0.5419381	-0.1802321	0.47543484
0.12747031	0.42224714	-0.37014976	0.8175869	0.8927302	0.046233702	-0.44245017	-0.07166096	0.6732693	0.54595643	-0.17203765	0.46802077
0.12710433	0.42391798	-0.3718879	0.815989	0.8924341	0.04604808	-0.4430835	-0.07155665	0.67741716	0.55012596	-0.16337907	0.46019018
0.12687665	0.42492157	-0.3740416	0.8145167	0.8921937	0.04600813	-0.44362253	-0.071237355	0.6812477	0.55446833	-0.15438932	0.4523611
0.12560378	0.42641425	-0.37415913	0.8138797	0.8919568	0.046123885	-0.4441622	-0.07076545	0.68521315	0.558245	-0.14563762	0.44456184
0.12441041	0.42875695	-0.37366906	0.81305695	0.891736	0.04624933	-0.44467154	-0.070264086	0.688887	0.56220084	-0.13648681	0.43673393
0.124053866	0.4312464	-0.3739696	0.81165534	0.8916227	0.04637233	-0.44497502	-0.069699846	0.69250184	0.5660711	-0.1271084	0.42877543
0.12340535	0.43336827	-0.37405637	0.8105834	0.8914871	0.046302862	-0.44532305	-0.06925562	0.6961495	0.56977594	-0.117574796	0.42060375
0.123328544	0.43454337	-0.37478247	0.8096302	0.8912652	0.0463792	-0.44579667	-0.06901184	0.6994169	0.5735539	-0.107706696	0.4126153
0.1234276	0.4357233	-0.3756302	0.8085874	0.89103734	0.046140134	-0.4462937	-0.06890246	0.7030231	0.57645905	-0.09837626	0.40469232
0.12336206	0.43754017	-0.37614566	0.8073757	0.8908137	0.04611925	-0.44680104	-0.068519324	0.70591044	0.57991594	-0.08868837	0.3968909
0.122612774	0.4399185	-0.3763649	0.8060944	0.8905203	0.046241645	-0.44742346	-0.068188004	0.70927703	0.58262724	-0.07917518	0.38884827
0.122500956	0.44180608	-0.376904	0.80482614	0.89020604	0.04609719	-0.44809687	-0.06796679	0.712744	0.58517075	-0.06943285	0.3804609
0.12168874	0.443554	-0.37754878	0.8036849	0.88987845	0.045953117	-0.44881126	-0.067640714	0.71591175	0.58801067	-0.059167434	0.37177026
0.12006708	0.44494078	-0.37753364	0.8031693	0.88953394	0.045833446	-0.44956508	-0.06724575	0.7190195	0.5905516	-0.049068075	0.36311448
0.11963984	0.44618326	-0.37772086	0.8024554	0.88922197	0.045903035	-0.45025313	-0.0667202	0.7218749	0.59294504	-0.03916344	0.35465387
0.12013844	0.44755659	-0.3791091	0.8009601	0.88891345	0.04578179	-0.45094347	-0.06624866	0.72402966	0.5958929	-0.0287291	0.34621888
0.12032211	0.4490516	-0.380494	0.7994376	0.88860494	0.045604456	-0.4516172	-0.06592283	0.72602504	0.59882057	-0.017993959	0.33760613
0.12140772	0.44986346	-0.38204536	0.79807615	0.8883885	0.0454158	-0.45214182	-0.06537031	0.72857815	0.60080177	-0.0075159944	0.3288688
0.12124862	0.45026723	-0.3837393	0.79705936	0.888143	0.045250643	-0.45269695	-0.06497855	0.73100036	0.60261714	0.003160445	0.32012677
0.12106121	0.45048574	-0.38575467	0.7959907	0.8879507	0.04527598	-0.45315343	-0.06440395	0.7324211	0.60526145	0.014513194	0.3114603
0.119871445	0.45128098	-0.3852794	0.79595053	0.88773495	0.04539511	-0.45366493	-0.063691	0.73292345	0.6085237	0.02612554	0.3030509
0.11893079	0.45232868	-0.38458484	0.79583275	0.8875341	0.04536313	-0.45413578	-0.06315261	0.7332205	0.61162555	0.037533417	0.2947767
0.11848317	0.45320967	-0.3851347	0.7951323	0.88731205	0.045407746	-0.4546334	-0.06265701	0.7335956	0.61432695	0.048547488	0.28650188
0.11781037	0.45362365	-0.3858204	0.79466355	0.88709253	0.045331284	-0.45510218	-0.062416993	0.7346183	0.6159822	0.058869652	0.27827385
0.11727527	0.4537931	-0.38705912	0.7940434	0.8870014	0.0452702	-0.45534226	-0.0620021	0.7361796	0.61669517	0.06888688	0.27015075
0.11604312	0.4540044	-0.38725254	0.79400927	0.8867796	0.045138422	-0.4558307	-0.061683632	0.73663056	0.6183182	0.079198964	0.26227042
0.114449024	0.45430234	-0.38582927	0.79476273	0.88657624	0.045385513	-0.45628852	-0.061036356	0.7362301	0.6206385	0.08930809	0.25455302
0.11366711	0.45467854	-0.38527435	0.79492915	0.8864515	0.045699194	-0.45655894	-0.0605921	0.73613447	0.62237144	0.09853221	0.2470857
0.11297453	0.4552361	-0.38548693	0.7946055	0.8862949	0.046058584	-0.4568965	-0.060063254	0.7371095	0.6227929	0.10676647	0.23958224
0.11319646	0.4552112	-0.38606137	0.79430944	0.886221	0.046638332	-0.45707124	-0.059373744	0.73801374	0.6231769	0.11485949	0.23193513
0.11155291	0.45567638	-0.38526917	0.79465985	0.88612485	0.04740928	-0.45726755	-0.058681656	0.7388515	0.62344444	0.12269354	0.22441475
0.11095583	0.455599	-0.38576248	0.79454863	0.8858279	0.048392396	-0.45792732	-0.057201445	0.73867047	0.62473565	0.1309322	0.21662936
0.10993649	0.45576334	-0.38614967	0.79440767	0.8855701	0.049231894	-0.4584985	-0.055880673	0.7361191	0.6285786	0.14007476	0.20831874
0.10739707	0.45684657	-0.3843033	0.7950281	0.88548607	0.049660146	-0.45867574	-0.055381954	0.7348145	0.63077617	0.14825657	0.20047265
0.10675341	0.45778352	-0.38359264	0.79491884	0.8854603	0.050101846	-0.45873776	-0.05487749	0.7340567	0.6321963	0.15609403	0.19267407
0.1063975	0.45877153	-0.38304043	0.7946632	0.88547426	0.050561577	-0.45872557	-0.054330014	0.73397577	0.63271695	0.16359784	0.18489128
0.10574169	0.4596918	-0.3823495	0.79455173	0.8854197	0.051200114	-0.45883954	-0.05365645	0.73507535	0.63172406	0.17090037	0.17715003
0.10488184	0.46044806	-0.38206613	0.794364	0.8855225	0.051576894	-0.45865685	-0.053157076	0.73648995	0.6301578	0.1787207	0.16894534
0.105463944	0.46014905	-0.38239408	0.79430234	0.8856642	0.0518785	-0.45840308	-0.052688573	0.73726934	0.62925303	0.18709026	0.15959926
0.10607225	0.46050215	-0.38317782	0.79363865	0.8857644	0.05218	-0.45822313	-0.05227013	0.7310955	0.6395509	0.19135778	0.14091241
0.107948996	0.4583319	-0.3852143	0.79365605	0.8858717	0.0525643	-0.45803747	-0.05168967	0.7271271	0.6411577	0.1918871	0.15291378
0.10716002	0.45785245	-0.38298407	0.7951179	0.8859936	0.052958027	-0.4578347	-0.05099359	0.75490975	0.60787046	0.18378115	0.16379674
0.10775543	0.45782885	-0.38450804	0.794315	0.8861122	0.053006127	-0.4576634	-0.050416045	0.74716765	0.6172782	0.18489107	0.16286026
0.11067693	0.4558821	-0.39038357	0.792164	0.8862227	0.052952666	-0.45750847	-0.049932726	0.73936564	0.62637675	0.18743436	0.16080765
0.108505	0.45634407	-0.38560098	0.79453754	0.8862733	0.05288124	-0.45747814	-0.049387638	0.7319472	0.6351276	0.19003807	0.15732773
0.104847446	0.4577235	-0.37872624	0.79753596	0.88632023	0.052899532	-0.45744425	-0.048833594	0.73649037	0.63006675	0.19033414	0.15611216
0.1048815	0.45836753	-0.3782914	0.79736817	0.8863852	0.052888352	-0.45733497	-0.048690975	0.7403778	0.62598026	0.18922257	0.15551281
0.10758826	0.45822328	-0.38097134	0.79581296	0.88677883	0.053453803	-0.45659605	-0.04783181	0.7394682	0.6270388	0.18919447	0.15561011
0.1088392	0.4573647	-0.3831631	0.79508406	0.88754386	0.05343298	-0.45508292	-0.048086613	0.73852015	0.62791896	0.18858868	0.15729077
0.11110332	0.45594937	-0.3877188	0.7933735	0.8880533	0.053382322	-0.45404142	-0.048580498	0.7349362	0.6319643	0.18848455	0.15799858
0.11169432	0.45575723	-0.39084303	0.7918666	0.8881486	0.054467726	-0.45377558	-0.048117135	0.7308279	0.6367597	0.18806475	0.15830135
0.11106828	0.45586726	-0.38976872	0.7924204	0.88830006	0.055373535	-0.4534615	-0.04723819	0.72958475	0.63839597	0.18617977	0.15966855
0.11070779	0.45657867	-0.3880997	0.7928805	0.88811255	0.05689231	-0.4537101	-0.04656852	0.73016953	0.6380181	0.18289578	0.16228007
0.111936145	0.45766616	-0.38737977	0.79243284	0.8878347	0.05843741	-0.45415244	-0.04563237	0.7301638	0.6383513	0.1783547	0.16600657
0.11389854	0.4585345	-0.387812	0.79143935	0.8875765	0.059544396	-0.4546055	-0.044702753	0.72815096	0.64080036	0.17330891	0.17069072
0.11537911	0.45918545	-0.38881654	0.7903536	0.8872721	0.060774837	-0.45513162	-0.04372421	0.72540396	0.64392436	0.16748172	0.17635402
0.116768226	0.45886102	-0.38993058	0.78978914	0.8870989	0.061491754	-0.4554183	-0.04325094	0.72356904	0.6457897	0.16078073	0.18317546
0.11854926	0.45805898	-0.39179075	0.78906834	0.8868582	0.062344637	-0.45585218	-0.04238744	0.7223637	0.6467458	0.15344569	0.19069684
0.12103624	0.45722738	-0.39356643	0.78828925	0.8868137	0.06276584	-0.45592675	-0.041887723	0.72158086	0.6470045	0.14511646	0.19911698
0.12369489	0.45613715	-0.39486837	0.78785676	0.88676524	0.06320543	-0.45599914	-0.041464537	0.7212107	0.64639187	0.13605087	0.20862196
0.12498638	0.455411	-0.3958237	0.7875937	0.88666666	0.063640006	-0.45618036	-0.04091022	0.72024477	0.6460778	0.12644142	0.21873222
0.12570366	0.45493117	-0.39568785	0.78782487	0.88654053	0.06353523	-0.45645022	-0.04079873	0.7189506	0.64573854	0.11645903	0.22927974
0.12533627	0.4543551	-0.39378533	0.78916806	0.88633704	0.06326014	-0.45689633	-0.040650282	0.71776307	0.64479196	0.10595909	0.24048346
0.122820735	0.45400876	-0.39065552	0.7913155	0.886172	0.06285253	-0.45727214	-0.04065692	0.7169261	0.643035	0.09461878	0.2521314
0.121738344	0.45275477	-0.3881332	0.79343957	0.8859141	0.062296726	-0.4578235	-0.040926255	0.7160682	0.6407537	0.08297204	0.26419106
0.12151768	0.45118818	-0.3854005	0.79569465	0.8856129	0.06205796	-0.45843497	-0.040960595	0.71549356	0.63759	0.07065859	0.27668682
0.121609226	0.4497556	-0.38386983	0.79723024	0.88535625	0.06191679	-0.45894536	-0.04100588	0.7145199	0.6343335	0.05780389	0.28938073
