Coordinates
nRows=620
nColumns=12
endheader
Quat_W_x	Quat_X_x	Quat_Y_x	Quat_Z_x	Quat_W_y	Quat_X_y	Quat_Y_y	Quat_Z_y	Quat_W	Quat_X	Quat_Y	Quat_Z
0.11753934	0.41740248	-0.3442399	0.83274287	0.86687106	0.005247644	-0.478357	-0.14029686	0.72994256	0.5775323	-0.018215738	0.3651147
0.1169019	0.41675732	-0.3443448	0.83311224	0.86728096	0.0058653974	-0.47780883	-0.13960531	0.72560894	0.57592565	-0.029995149	0.37536865
0.11497205	0.41636056	-0.34297916	0.83414197	0.8676412	0.006513754	-0.47739384	-0.13875665	0.72122526	0.57396924	-0.041770592	0.38554975
0.11318497	0.415677	-0.34094137	0.83556134	0.8680424	0.007156061	-0.4769355	-0.13778746	0.71674657	0.5717028	-0.053785045	0.3956484
0.11202634	0.41501948	-0.3383096	0.83711255	0.8684541	0.00796696	-0.4765145	-0.13660175	0.71221304	0.5690028	-0.06620066	0.40571645
0.111296214	0.4148104	-0.33553883	0.8384277	0.8689035	0.0087524	-0.47600603	-0.13546307	0.7078073	0.565664	-0.07894346	0.41569352
0.111179605	0.4144553	-0.33418375	0.8391598	0.8693728	0.009548669	-0.47546634	-0.13428764	0.70291644	0.5623428	-0.091594845	0.42578116
0.11179943	0.41344237	-0.33498836	0.83925635	0.869806	0.0102868555	-0.47497314	-0.13316938	0.69741905	0.5592671	-0.10392465	0.43592063
0.11238702	0.41186985	-0.3353945	0.8397885	0.8701496	0.011298006	-0.47467124	-0.13191326	0.6907396	0.5572888	-0.11506081	0.44617158
0.113044694	0.41032556	-0.3356385	0.84035856	0.8704657	0.012343058	-0.47439635	-0.13071768	0.6838042	0.5550205	-0.12585984	0.45664358
0.11431062	0.40820226	-0.33792254	0.84030604	0.8708759	0.013296882	-0.473885	-0.1297418	0.67744297	0.55161035	-0.13731518	0.46684235
0.11498947	0.40597612	-0.3389646	0.840872	0.87134373	0.014166834	-0.4732168	-0.12894467	0.6710999	0.5477837	-0.1486064	0.4769426
0.11511429	0.40443704	-0.33747506	0.8421946	0.8717821	0.014940387	-0.47260332	-0.12814249	0.6658473	0.5425123	-0.16026306	0.4864603
0.11559303	0.40265298	-0.3368543	0.84323186	0.87220395	0.015567357	-0.47203544	-0.12728907	0.6606802	0.5374578	-0.17107533	0.49535266
0.11565963	0.40044504	-0.3375312	0.8440031	0.8727455	0.016061367	-0.47116938	-0.12672248	0.65462	0.53389776	-0.18029027	0.5039059
0.11448203	0.39861083	-0.33764374	0.84498626	0.8733406	0.016399859	-0.4701235	-0.12646386	0.64825034	0.5310905	-0.1884152	0.5120686
0.113577135	0.3962831	-0.33697024	0.84647083	0.87382	0.01693682	-0.46930277	-0.12612897	0.6433477	0.5265849	-0.19731791	0.51949745
0.11320998	0.39394584	-0.3368055	0.84767556	0.87425345	0.017740857	-0.46859324	-0.12565295	0.63716453	0.5238436	-0.20408127	0.52721924
0.113753356	0.39194173	-0.33702776	0.8484432	0.87460977	0.018822823	-0.4680339	-0.12509778	0.63135964	0.52055526	-0.21099395	0.5346858
0.115348026	0.38956347	-0.33839837	0.8487778	0.87491876	0.019843891	-0.46759284	-0.124427855	0.62609535	0.5164941	-0.2181737	0.54188466
0.11657346	0.38743544	-0.34101453	0.8485371	0.8753698	0.020685378	-0.46684578	-0.12392203	0.6201352	0.51366806	-0.2239412	0.5490245
0.11614065	0.38555223	-0.3418047	0.84913605	0.875888	0.021394536	-0.46591878	-0.123627484	0.61436987	0.5103153	-0.23010173	0.5560407
0.116687715	0.3830867	-0.3410499	0.8504794	0.87638366	0.022312969	-0.46498454	-0.12347031	0.60993004	0.5052645	-0.23759334	0.5623545
0.11848704	0.38080868	-0.34257638	0.8506402	0.8768354	0.023317734	-0.4641144	-0.12335041	0.60468507	0.50180686	-0.2432101	0.5686781
0.11925152	0.37844637	-0.34254467	0.85159975	0.87725747	0.024354309	-0.46333432	-0.12308108	0.59958667	0.4982796	-0.24873209	0.57475704
0.11882035	0.3765978	-0.34017658	0.8534269	0.8775665	0.025528906	-0.46281615	-0.12259016	0.5935752	0.4954495	-0.2532204	0.5814446
0.1204169	0.37449658	-0.3388239	0.85466504	0.8779873	0.026200537	-0.46196285	-0.12265387	0.5882525	0.49103647	-0.2593265	0.5878709
0.12380374	0.37238348	-0.34019256	0.8545606	0.87837267	0.02663916	-0.46117306	-0.122773126	0.5815946	0.4874214	-0.26433095	0.5952289
0.12714493	0.3709812	-0.341147	0.8542994	0.87861824	0.027324224	-0.46075028	-0.12245182	0.5754563	0.48289856	-0.27017438	0.6022167
0.13043614	0.36900756	-0.34213176	0.85426426	0.8788806	0.028009487	-0.4602938	-0.122130126	0.57047606	0.47699726	-0.27727216	0.6084003
0.13385707	0.36548594	-0.34207106	0.8552728	0.8791062	0.028735735	-0.45988762	-0.12186757	0.5650701	0.4715828	-0.28359914	0.61471695
0.13719374	0.3626512	-0.3418021	0.8560579	0.8792992	0.029550066	-0.4596032	-0.121353075	0.5587097	0.46697903	-0.28882244	0.6215753
0.14134866	0.36052635	-0.34168854	0.8563248	0.87947345	0.03059204	-0.4593628	-0.120740324	0.55226034	0.4619245	-0.2944204	0.6284513
0.1462512	0.3586091	-0.3418892	0.8562265	0.879749	0.031055009	-0.45884696	-0.12057611	0.5452549	0.457026	-0.29940027	0.6357548
0.15116188	0.35678753	-0.34180143	0.85616946	0.87987477	0.031573813	-0.4586371	-0.12032187	0.5386463	0.45160174	-0.30490845	0.6426096
0.15571515	0.35465252	-0.3420406	0.8561451	0.8799298	0.032175273	-0.4586179	-0.11983224	0.53223443	0.44566742	-0.31103566	0.6491255
0.16061741	0.3518269	-0.34188944	0.85646534	0.8799505	0.03265493	-0.45865765	-0.119396746	0.52658325	0.43891853	-0.3181057	0.6548814
0.16558433	0.3495437	-0.34158278	0.8565768	0.8799485	0.0330211	-0.45871514	-0.11908994	0.520826	0.4324846	-0.32474327	0.660484
0.17019671	0.3479353	-0.34229583	0.8560426	0.8798862	0.033420786	-0.45894924	-0.118535876	0.5149648	0.42694238	-0.33020344	0.6659559
0.17402609	0.34625122	-0.34330547	0.85555124	0.8799612	0.03353025	-0.45886824	-0.11826118	0.5095515	0.42245567	-0.33451036	0.670814
0.1771674	0.3448534	-0.34352255	0.8553838	0.8799279	0.034182325	-0.45905516	-0.11759634	0.50532204	0.41855305	-0.33863497	0.67438066
0.17952994	0.34418023	-0.34448975	0.8547731	0.8800386	0.033991538	-0.45883977	-0.117662385	0.5031368	0.41464564	-0.34298465	0.67622787
0.18090108	0.34381932	-0.3460753	0.8539886	0.8801196	0.03402341	-0.45868036	-0.11766924	0.502707	0.41157773	-0.34696686	0.67639023
0.1812728	0.34390458	-0.3471675	0.8534321	0.8801886	0.034098517	-0.45858014	-0.11752257	0.5039251	0.40957	-0.35012063	0.67507607
0.18062103	0.34469986	-0.34877747	0.85259247	0.8803893	0.034067526	-0.4582202	-0.11743136	0.50598025	0.4095085	-0.35100996	0.67311126
0.17911021	0.34614345	-0.349832	0.85189396	0.8805848	0.033852983	-0.457844	-0.117495164	0.50829244	0.41128188	-0.34967667	0.67097867
0.17743352	0.34708694	-0.35055226	0.85156494	0.8808411	0.03359634	-0.45738187	-0.11744723	0.5112655	0.41405588	-0.3471992	0.66829497
0.17557357	0.34827998	-0.35102558	0.8512683	0.88106334	0.03355878	-0.4569474	-0.117482	0.515051	0.41721487	-0.3442005	0.66496646
0.1733836	0.35040057	-0.35120514	0.8507728	0.8812534	0.033259965	-0.45654795	-0.117694855	0.5198866	0.4200988	-0.34157673	0.6607273
0.17129582	0.35285422	-0.35146546	0.8500739	0.88137597	0.033081196	-0.45627022	-0.11790342	0.5252324	0.42301294	-0.33860826	0.6561521
0.16909696	0.35560754	-0.35227457	0.8490312	0.8815164	0.032845248	-0.45595196	-0.11815154	0.5303227	0.42656603	-0.33478668	0.6517034
0.16693625	0.35837233	-0.35299867	0.8479948	0.88155895	0.03256719	-0.4557787	-0.118578784	0.53561467	0.43011114	-0.33077973	0.6470752
0.16443014	0.36147073	-0.35309878	0.84712726	0.8816346	0.032667812	-0.4556113	-0.11863132	0.5410401	0.43407595	-0.32592297	0.6423613
0.16157469	0.3645524	-0.35251796	0.846598	0.8816984	0.03288624	-0.45546937	-0.11864219	0.54677397	0.43838438	-0.32068053	0.63719815
0.1587853	0.36698636	-0.35250485	0.84607935	0.8817828	0.03306341	-0.4553091	-0.11857994	0.55275273	0.4430722	-0.31494787	0.6316323
0.15602219	0.36937237	-0.35257313	0.84552646	0.88183254	0.032733403	-0.45505798	-0.1192649	0.5585016	0.44846883	-0.30832043	0.6260114
0.15350507	0.3720501	-0.35204852	0.84503144	0.8820173	0.03309109	-0.4548721	-0.11850549	0.5648381	0.45345387	-0.3019058	0.6198311
0.15098393	0.3751331	-0.35182205	0.8442166	0.8820831	0.033036258	-0.45476753	-0.118431926	0.5717106	0.4580952	-0.2955611	0.61313903
0.14844067	0.3783227	-0.35105357	0.843564	0.88211936	0.032970816	-0.45471585	-0.118378766	0.5788399	0.46281093	-0.28898	0.60600424
0.14569655	0.38071778	-0.3506975	0.8431129	0.8821713	0.032827236	-0.4547126	-0.11804432	0.58574474	0.46816584	-0.28163084	0.5986719
0.14321382	0.38200715	-0.35215235	0.84234834	0.88222915	0.03217502	-0.45455492	-0.118398786	0.5924701	0.47382426	-0.27387196	0.5911549
0.14151622	0.38287905	-0.35322803	0.8417887	0.8822984	0.03178057	-0.4544588	-0.11835644	0.59925854	0.47919568	-0.26618245	0.58344483
0.13993432	0.38495737	-0.3530853	0.8411648	0.8822909	0.031462394	-0.45449153	-0.11837299	0.60596526	0.48442808	-0.25869542	0.5755105
0.13837995	0.3882298	-0.35320437	0.839867	0.8822622	0.031457085	-0.45468086	-0.11786024	0.61200374	0.49019206	-0.2506045	0.56776816
0.13722944	0.39072517	-0.35452837	0.83833945	0.8822824	0.03126646	-0.45472196	-0.11760091	0.6180494	0.49563435	-0.2428007	0.5598297
0.13629596	0.3921167	-0.35643092	0.8370342	0.8822711	0.03105915	-0.45478827	-0.1174842	0.6241539	0.5008879	-0.23517986	0.5515742
0.13481906	0.39389238	-0.3568077	0.8362788	0.8822409	0.030926613	-0.45493713	-0.11716831	0.6305555	0.505632	-0.22785659	0.5429712
0.13259347	0.39642248	-0.35650793	0.83556676	0.88220495	0.031186994	-0.4551278	-0.11662908	0.63654745	0.51075184	-0.21990782	0.5343975
0.13136409	0.39904976	-0.35791203	0.8339084	0.8821448	0.031230323	-0.45534614	-0.11622007	0.6422563	0.5159026	-0.21180083	0.525825
0.1301008	0.401475	-0.3599756	0.83205205	0.88212156	0.03134855	-0.4555364	-0.115617916	0.64731026	0.5215534	-0.20311244	0.5174137
0.12972806	0.40280515	-0.36233836	0.8304402	0.8820959	0.031402327	-0.4557026	-0.11514255	0.6515261	0.52804416	-0.19365752	0.50909716
0.12907487	0.40388262	-0.3636827	0.8294304	0.88199013	0.031194288	-0.45597962	-0.114910655	0.65536857	0.5345947	-0.1840028	0.5008429
0.12766606	0.40609437	-0.36401597	0.82842183	0.88194114	0.031077841	-0.45616308	-0.11459014	0.6594351	0.540435	-0.17479932	0.49246386
0.12604181	0.40878806	-0.3652779	0.8267884	0.8819187	0.030874943	-0.45629886	-0.11427829	0.66358906	0.54579324	-0.16596505	0.4839577
0.12536454	0.41067752	-0.366847	0.825259	0.88179475	0.030613407	-0.45661548	-0.11403886	0.6675339	0.55111927	-0.15683599	0.4754668
0.1251115	0.4121266	-0.36820686	0.82396847	0.8816531	0.030277114	-0.45682797	-0.114372544	0.67127615	0.5565172	-0.14726655	0.46689367
0.12453681	0.4135321	-0.36941814	0.82280827	0.8816478	0.030286074	-0.4569476	-0.11393221	0.6749562	0.5618197	-0.13751139	0.45813042
0.12293154	0.41541436	-0.3698875	0.82189035	0.8814686	0.029933527	-0.45720482	-0.11437814	0.67861074	0.56695753	-0.12777376	0.44913313
0.12118468	0.41771853	-0.36969945	0.82106584	0.8813536	0.030098144	-0.4575013	-0.11403498	0.6828042	0.5710844	-0.11878868	0.43992105
0.11958385	0.4197631	-0.36947823	0.8203572	0.881177	0.030195428	-0.45792982	-0.11365441	0.6869137	0.57511395	-0.10963705	0.43055
0.11872092	0.4211121	-0.37054688	0.8193085	0.88106763	0.030260129	-0.45823568	-0.113251284	0.6911622	0.57873803	-0.10058147	0.42099962
0.11838672	0.42205963	-0.3724483	0.81800616	0.880954	0.030485561	-0.4586021	-0.11258894	0.694388	0.5834158	-0.09050306	0.41141307
0.1181127	0.4232937	-0.37395233	0.8167209	0.8807988	0.030571941	-0.45902693	-0.11204731	0.69814664	0.5872275	-0.08085242	0.40151978
0.117510095	0.4251978	-0.37560374	0.8150592	0.88063866	0.030694086	-0.45942253	-0.11165064	0.70143086	0.59137756	-0.070526235	0.39152732
0.116466716	0.42710665	-0.37705234	0.81354064	0.88058716	0.030855209	-0.4596051	-0.11126076	0.7037164	0.59658724	-0.059501067	0.38121724
0.11281457	0.4291506	-0.37706304	0.81297463	0.8806233	0.030954368	-0.45961124	-0.110921405	0.70573443	0.60158134	-0.048627093	0.37104493
0.11620031	0.42844123	-0.38063234	0.81120676	0.8804483	0.03103483	-0.46005252	-0.110458486	0.7086866	0.6050591	-0.038391434	0.3608227
0.116688035	0.42954132	-0.38311133	0.80938584	0.88036615	0.03108387	-0.46029884	-0.110072896	0.7105714	0.609564	-0.027402448	0.3503845
0.11550513	0.43136948	-0.38362527	0.8083393	0.8802886	0.03116903	-0.46064243	-0.109228805	0.7127064	0.6133654	-0.01657611	0.33993784
0.113634594	0.43324277	-0.3826884	0.8080466	0.88008595	0.031207897	-0.46117765	-0.108590856	0.7162208	0.61502075	-0.0066186986	0.32974792
0.11267996	0.43436125	-0.38315848	0.8073565	0.8800797	0.031403802	-0.46129903	-0.10806748	0.71925867	0.6168418	0.0037796716	0.31962335
0.11178253	0.4350653	-0.3839949	0.8067047	0.8802239	0.031560313	-0.4610915	-0.10773331	0.7214128	0.6193806	0.01453107	0.30938697
0.11060277	0.43580678	-0.3842629	0.80633944	0.8803449	0.03193942	-0.46096724	-0.10716213	0.72367173	0.6214592	0.025224438	0.29908493
0.109351486	0.4364281	-0.384808	0.8059141	0.8803016	0.03223186	-0.46114662	-0.1066578	0.7258166	0.62331575	0.036194377	0.2887176
0.10831226	0.4369338	-0.385097	0.80564225	0.88032097	0.032254186	-0.4611597	-0.10643486	0.72669435	0.62629676	0.047648523	0.27820435
0.108155906	0.4377631	-0.38517943	0.80517346	0.8803648	0.03245231	-0.4611418	-0.106088	0.7270495	0.62942404	0.059066214	0.26783544
0.10790844	0.43883216	-0.38545114	0.80449444	0.88027215	0.032676052	-0.46145284	-0.10543462	0.72725415	0.63229245	0.07029712	0.25761634
0.10758616	0.4395454	-0.38598347	0.80389273	0.88017607	0.0333571	-0.46190357	-0.10404048	0.7275318	0.6347443	0.08100163	0.24745905
